row_num,qid,video_name,gif_num,question,correct_answer,visual_description,predicted_answer,evaluator_scores,accuracy
15,912,Pororo_ENGLISH1_1_ep5,41,how did pororo feel after seeing that the flower has wilted,he was very upset,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'flower', 'attributes': ['wilted', 'yellowish'], 'location': ['foreground', 'center']}, {'name': 'pot', 'attributes': ['white', 'ceramic'], 'location': ['foreground', 'center']}, {'name': 'window', 'attributes': ['wooden', 'transparent'], 'location': ['background', 'center']}], 'actions': [], 'relationships': [], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'The left region is empty.', 'center': 'A wilted flower in a pot is visible.', 'right': 'The right region is empty.', 'foreground': 'The flower and pot are in the foreground.', 'background': 'A wooden window with a blue sky is in the background.'}}",pororo felt sad and concerned after seeing that the flower had wilted.,"1.0,1.0,1.0",1.0
16,925,Pororo_ENGLISH1_1_ep6,2,when and who will go to picnic,loopy is going to picnic tomorrow for fun,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Loopy', 'attributes': ['smiling', 'wearing a chef hat'], 'location': ['foreground', 'center']}, {'name': 'bowl', 'attributes': ['contains mixture'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Loopy', 'action': 'cooking', 'object': 'bowl'}], 'relationships': [], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Empty space with shelves in the background.', 'center': 'Loopy is smiling and cooking in a bowl.', 'right': 'Empty space.', 'foreground': 'Loopy and the bowl are clearly visible.', 'background': 'Shelves with items are present.'}}",loopy will go on a picnic tomorrow.,"1.0,1.0,1.0",1.0
17,946,Pororo_ENGLISH1_1_ep6,23,why is crong scared of pororo?,"crong is scared because it is dark, he doesn't have a lantern and his mind is playing tricks on him","{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Crong', 'attributes': ['green', 'frog-like', 'holding a lamp'], 'location': ['foreground', 'center']}, {'name': 'lamp', 'attributes': ['small', 'out'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Crong', 'action': 'opens', 'object': 'mouth'}, {'subject': 'Crong', 'action': 'shakes', 'object': 'head'}], 'relationships': [], 'uncertain': [{'description': 'background details', 'location': ['background', 'left']}]}, 'Task 2 - Region-based Captions': {'left': 'The left region contains unclear background details.', 'center': 'Crong is surprised, holding an out lamp.', 'right': 'The right region is empty.', 'foreground': 'Crong is in the foreground, expressing surprise.', 'background': 'The background features a night sky with trees.'}}",crong is scared of pororo because he is surprised and startled while holding an out lamp in a dark environment.,"0.25,0.25,0.25",0.25
18,928,Pororo_ENGLISH1_1_ep6,4,what seasoning does loopy add to her mixing bowl,loopy adds some salt,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Loopy', 'attributes': ['holding a salt bottle', 'cooking'], 'location': ['foreground', 'center']}, {'name': 'mixing bowl', 'attributes': ['empty', 'in use'], 'location': ['foreground', 'center']}, {'name': 'salt bottle', 'attributes': ['transparent', 'filled with salt'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Loopy', 'action': 'sprinkles', 'object': 'salt'}], 'relationships': [{'subject': 'Loopy', 'relation': 'holds', 'object': 'salt bottle'}, {'subject': 'Loopy', 'relation': 'interacts with', 'object': 'mixing bowl'}], 'uncertain': [{'description': 'details of the food being made', 'location': ['foreground', 'center']}]}, 'Task 2 - Region-based Captions': {'left': 'The left region is unclear or empty.', 'center': 'Loopy is holding a salt bottle and sprinkling salt into a mixing bowl.', 'right': 'The right region is unclear or empty.', 'foreground': 'Loopy and the mixing bowl are prominently visible.', 'background': 'The background is unclear or empty.'}}",loopy adds a little salt to her mixing bowl.,"1.0,1.0,1.0",1.0
19,965,Pororo_ENGLISH1_1_ep6,43,what does eddy think happened to the ghost,"eddy thinks the ghosts must have ran away after they saw eddy, loopy and poby","{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Eddy', 'attributes': ['smiling', 'fox character'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Eddy', 'action': 'guesses', 'object': 'the ghost ran away'}], 'relationships': [], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'The left region is empty.', 'center': 'Eddy, a smiling fox character, is visible.', 'right': 'The right region is empty.', 'foreground': 'Eddy is in the foreground.', 'background': 'The background features a night sky with stars and distant hills.'}}","eddy thinks the ghost ran away after seeing him, poby, and loopy in the windy night.","1.0,1.0,1.0",1.0
20,1052,Pororo_ENGLISH1_1_ep9,16,what do loopy's friends do when they're inside?,they share a snack at the table,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Poby', 'attributes': ['polar bear', 'sitting'], 'location': ['foreground', 'left']}, {'name': 'Eddy', 'attributes': ['orange rabbit', 'sitting'], 'location': ['foreground', 'center']}, {'name': 'Crong', 'attributes': ['green dinosaur', 'standing'], 'location': ['foreground', 'right']}, {'name': 'table', 'attributes': ['wooden', 'round'], 'location': ['foreground', 'center']}, {'name': 'juice', 'attributes': ['in glass'], 'location': ['foreground', 'center']}, {'name': 'snowy mountains', 'attributes': ['background', 'snow-covered'], 'location': ['background', 'center']}], 'actions': [{'subject': 'Poby', 'action': 'drinking', 'object': 'juice'}, {'subject': 'Eddy', 'action': 'sitting', 'object': 'table'}, {'subject': 'Crong', 'action': 'standing', 'object': 'none'}], 'relationships': [{'subject': 'Poby', 'relation': 'to the left of', 'object': 'Eddy'}, {'subject': 'Eddy', 'relation': 'to the right of', 'object': 'Poby'}, {'subject': 'Crong', 'relation': 'to the right of', 'object': 'Eddy'}, {'subject': 'table', 'relation': 'in front of', 'object': 'Poby'}, {'subject': 'table', 'relation': 'in front of', 'object': 'Eddy'}, {'subject': 'table', 'relation': 'in front of', 'object': 'Crong'}], 'uncertain': [{'description': 'specific details of the juice', 'location': ['foreground', 'center']}, {'description': 'other objects on the table', 'location': ['foreground', 'center']}]}, 'Task 2 - Region-based Captions': {'left': 'Poby the polar bear is sitting and drinking juice.', 'center': 'Eddy the orange rabbit is sitting at the table.', 'right': 'Crong the green dinosaur is standing.', 'foreground': 'The table with juice is in the foreground.', 'background': 'Snowy mountains are visible in the background.'}}","loopy's friends, poby, eddy, and crong, sit around the table drinking juice while enjoying each other's company indoors.","1.0,1.0,1.0",1.0
21,1857,Pororo_ENGLISH1_2_ep10,14,what did pororo ask to loopy,"pororo asked ""what was it that you did a minute ago""","{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['blue body', 'yellow helmet'], 'location': ['foreground', 'center']}, {'name': 'Loopy', 'attributes': ['pink body', 'white belly'], 'location': ['foreground', 'left']}], 'actions': [{'subject': 'Pororo', 'action': 'asks', 'object': 'Loopy'}, {'subject': 'Loopy', 'action': 'touches', 'object': 'her face'}], 'relationships': [{'subject': 'Pororo', 'relation': 'facing', 'object': 'Loopy'}], 'uncertain': [{'description': ""specific details of Loopy's action"", 'location': ['foreground', 'left']}]}, 'Task 2 - Region-based Captions': {'left': 'Loopy stands with a surprised expression, touching her face.', 'center': 'Pororo is facing Loopy, asking her a question.', 'right': 'The right region is empty.', 'foreground': 'Pororo and Loopy are in the foreground, interacting.', 'background': 'The background features a clear blue sky and snow-covered land.'}}","pororo asked loopy, ""what was it that you did a minute ago?""","1.0,1.0,1.0",1.0
22,1435,Pororo_ENGLISH1_2_ep2,17,"how say to loopy ""i could not sleep""",poby said to loopy that he could not sleep,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Poby', 'attributes': ['polar bear', 'white fur', 'standing'], 'location': ['foreground', 'left']}, {'name': 'Loopy', 'attributes': ['pink color', 'standing'], 'location': ['foreground', 'right']}], 'actions': [{'subject': 'Poby', 'action': 'scratches', 'object': 'his head'}], 'relationships': [{'subject': 'Poby', 'relation': 'to the right of', 'object': 'Loopy'}], 'uncertain': [{'description': 'details of the background scenery', 'location': ['background', 'center']}]}, 'Task 2 - Region-based Captions': {'left': 'Poby, the polar bear, is scratching his head.', 'center': 'The background is unclear, possibly depicting a night scene.', 'right': 'Loopy, the pink character, is standing.', 'foreground': 'Poby and Loopy are both in the foreground.', 'background': 'The background is dark with trees, details are unclear.'}}","poby tells loopy, ""i could not sleep,"" while scratching his head in a night scene.","1.0,1.0,1.0",1.0
23,1441,Pororo_ENGLISH1_2_ep2,23,what did poby's friend decide,poby's friend decided to help poby to get some sleep,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Poby', 'attributes': ['small', 'orange', 'happy expression'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Poby', 'action': 'stands', 'object': None}], 'relationships': [], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Empty space with snow and trees.', 'center': 'Poby is standing with a happy expression.', 'right': 'Empty space with snow and trees.', 'foreground': 'Poby is prominently visible.', 'background': 'Snowy landscape with trees and mountains.'}}",eddy decided that they need to help poby get some sleep.,"1.0,1.0,1.0",1.0
24,1572,Pororo_ENGLISH1_2_ep5,19,who interrupts eddy as he was saying hello to loopy,pororo interrupts eddy as he was saying hello to loopy,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['wearing a helmet', 'blue penguin'], 'location': ['center', 'foreground']}, {'name': 'Crong', 'attributes': ['green dinosaur'], 'location': ['behind', 'center']}], 'actions': [{'subject': 'Pororo', 'action': 'stands up', 'object': None}, {'subject': 'Crong', 'action': 'slides down', 'object': 'behind Pororo'}], 'relationships': [{'subject': 'Crong', 'relation': 'behind', 'object': 'Pororo'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'The left region is empty.', 'center': 'Pororo stands in the center, raising his left arm.', 'right': 'The right region is empty.', 'foreground': 'Pororo is in the foreground, clearly visible.', 'background': 'Icebergs and a blue sky are visible in the background.'}}",crong interrupts eddy as he was saying hello to loopy.,"0.0,0.0,0.0",0.0
25,1579,Pororo_ENGLISH1_2_ep5,26,what did loopy propose to the group after telling them about the flower,loopy proposed that they should ask her anything,"{'Task 1': {'objects': [{'name': 'Loopy', 'attributes': ['smiling', 'wearing a hat', 'holding a vase with flowers'], 'location': ['foreground', 'center']}, {'name': 'Eddy', 'attributes': ['sitting'], 'location': ['foreground', 'left']}, {'name': 'Pororo', 'attributes': ['sitting'], 'location': ['foreground', 'right']}], 'actions': [{'subject': 'Loopy', 'action': 'holding', 'object': 'vase with flowers'}], 'relationships': [{'subject': 'Loopy', 'relation': 'is next to', 'object': 'Eddy'}, {'subject': 'Loopy', 'relation': 'is next to', 'object': 'Pororo'}], 'uncertain': []}, 'Task 2': {'left': 'Eddy is sitting on the ground.', 'center': 'Loopy is smiling while holding a vase with flowers.', 'right': 'Pororo is sitting on the ground.', 'foreground': 'Loopy, Eddy, and Pororo are all in the foreground.', 'background': 'Snowy landscape with trees and ice formations.'}}",loopy proposed that the group ask him anything about the flower he was holding.,"0.75,0.75,0.75",0.75
26,1762,Pororo_ENGLISH1_2_ep8,43,what did pororo think next?,pororo thought next: wjat should i do?,"{'description': 'Task 1 - Structured Scene Understanding\njson\n{\n  ""objects"": [\n    {\n      ""name"": ""Pororo"",\n      ""attributes"": [""sad face"", ""wearing a helmet"", ""wearing a blue outfit""],\n      ""location"": [""foreground"", ""center""]\n    },\n    {\n      ""name"": ""Crong"",\n      ""attributes"": [""sad face""],\n      ""location"": [""foreground"", ""left""]\n    }\n  ],\n  ""actions"": [],\n  ""relationships"": [\n    {\n      ""subject"": ""Pororo"",\n      ""relation"": ""next to"",\n      ""object"": ""Crong""\n    }\n  ],\n  ""uncertain"": []\n}\n Task 2 - Region-based Captions\njson\n{\n  ""left"": ""Crong has a sad face."",\n  ""center"": ""Pororo has a sad face and is wearing a helmet."",\n  ""right"": ""Unclear or empty."",\n  ""foreground"": ""Pororo and Crong are both visible with sad expressions."",\n  ""background"": ""A textured background, unclear details.""\n}'}",pororo thought he needed to find a way to cheer up both himself and crong.,"0.5,0.5,0.5",0.5
