row_num,qid,video_name,gif_num,question,correct_answer,visual_description,predicted_answer,evaluator_scores,accuracy
11,711,Pororo_ENGLISH1_1_ep2,16,did crong score after he shot the ball at the hoop?,no he did not score,"{'raw': '### Task 1 - Structured Scene Understanding\n```json\n{\n  ""objects"": [\n    {\n      ""name"": ""basketball"",\n      ""attributes"": [""orange"", ""round""],\n      ""location"": [""foreground"", ""center""]\n    },\n    {\n      ""name"": ""basket"",\n      ""attributes"": [""metal"", ""attached to wall""],\n      ""location"": [""background"", ""center""]\n    },\n    {\n      ""name"": ""window"",\n      ""attributes"": [""wooden frame"", ""two panes""],\n      ""location"": [""background"", ""left""]\n    },\n    {\n      ""name"": ""photo"",\n      ""attributes"": [""framed"", ""hanging""],\n      ""location"": [""background"", ""right""]\n    }\n  ],\n  ""actions"": [\n    {\n      ""subject"": ""basketball"",\n      ""action"": ""is shot"",\n      ""object"": ""basket""\n    }\n  ],\n  ""relationships"": [\n    {\n      ""subject"": ""basketball"",\n      ""relation"": ""above"",\n      ""object"": ""basket""\n    },\n    {\n      ""subject"": ""window"",\n      ""relation"": ""to the left of"",\n      ""object"": ""basket""\n    },\n    {\n      ""subject"": ""photo"",\n      ""relation"": ""to the right of"",\n      ""object"": ""basket""\n    }\n  ],\n  ""uncertain"": []\n}\n```\n\n### Task 2 - Region-based Captions\n```json\n{\n  ""left"": ""A wooden window with two panes is visible."",\n  ""center"": ""A basketball is positioned above the basket."",\n  ""right"": ""A framed photo is hanging on the wall."",\n  ""foreground"": ""The basketball is in the foreground."",\n  ""background"": ""The basket is attached to the wall.""\n}\n```'}","crong did not score after he shot the ball at the hoop, as he missed his shot.","1.0,1.0,1.0",1.0
12,716,Pororo_ENGLISH1_1_ep2,19,does pororo apologize for knocking poby's things down,yes he says he is sorry and offers to clean it up,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['penguin', 'wearing a helmet'], 'location': ['foreground', 'center']}, {'name': 'Poby', 'attributes': ['polar bear', 'white color'], 'location': ['foreground', 'left']}], 'actions': [{'subject': 'Pororo', 'action': 'apologizing', 'object': 'Poby'}], 'relationships': [{'subject': 'Pororo', 'relation': 'looking at', 'object': 'Poby'}], 'uncertain': [{'description': 'details of the background or other objects', 'location': ['background', 'left']}]}, 'Task 2 - Region-based Captions': {'left': 'Poby, the polar bear, is visible.', 'center': 'Pororo is seen apologizing.', 'right': 'The right region is unclear or empty.', 'foreground': 'Pororo and Poby are in the foreground.', 'background': 'The background contains a window and unclear details.'}}","yes, pororo apologizes to poby for knocking his things down.","1.0,1.0,1.0",1.0
13,730,Pororo_ENGLISH1_1_ep2,26,after the camera is broken what does eddy tell poby they are going to do,eddy says we are going to leave now,"{'raw': 'Sure! Here are the structured JSON outputs based on the provided image and context.\n\n### Task 1 - Structured Scene Understanding:\n```json\n{\n  ""objects"": [\n    {""name"": ""Eddy"", ""attributes"": [""penguin"", ""wearing a helmet""], ""location"": [""foreground"", ""left""]},\n    {""name"": ""Poby"", ""attributes"": [""polar bear""], ""location"": [""foreground"", ""center""]},\n    {""name"": ""suitcase"", ""attributes"": [""open"", ""black""], ""location"": [""foreground"", ""right""]},\n    {""name"": ""bed"", ""attributes"": [""not visible clearly""], ""location"": [""background"", ""center""]}\n  ],\n  ""actions"": [\n    {""subject"": ""Eddy"", ""action"": ""speaking"", ""object"": ""Poby""},\n    {""subject"": ""Eddy"", ""action"": ""holding"", ""object"": ""suitcase""}\n  ],\n  ""relationships"": [\n    {""subject"": ""Eddy"", ""relation"": ""next to"", ""object"": ""Poby""},\n    {""subject"": ""Poby"", ""relation"": ""in front of"", ""object"": ""bed""}\n  ],\n  ""uncertain"": [\n    {""description"": ""details of the bed"", ""location"": [""background"", ""center""]}\n  ]\n}\n```\n\n### Task 2 - Region-based Captions:\n```json\n{\n  ""left"": ""Eddy, a penguin wearing a helmet, is standing with a suitcase."",\n  ""center"": ""Poby, a polar bear, is standing next to Eddy."",\n  ""right"": ""An open black suitcase is visible."",\n  ""foreground"": ""Eddy and Poby are in the foreground, interacting."",\n  ""background"": ""A bed is present but not clearly visible.""\n}\n```'}",eddy tells poby that they are going to leave now.,"1.0,1.0,1.0",1.0
14,738,Pororo_ENGLISH1_1_ep2,30,what does pororo almost forget to leave with poby,the broken camera piece,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['wearing a yellow hat', 'blue outfit'], 'location': ['foreground', 'center']}, {'name': 'Poby', 'attributes': ['white bear', 'standing still'], 'location': ['foreground', 'left']}, {'name': 'camera', 'attributes': ['small', 'on the floor'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Pororo', 'action': 'left', 'object': 'camera'}], 'relationships': [{'subject': 'Pororo', 'relation': 'is next to', 'object': 'Poby'}, {'subject': 'camera', 'relation': 'is placed on', 'object': 'floor'}], 'uncertain': [{'description': 'details of the background', 'location': ['background', 'center']}]}, 'Task 2 - Region-based Captions': {'left': 'Poby, the white bear, is standing still.', 'center': 'Pororo is walking away from the camera placed on the floor.', 'right': 'The right region is empty.', 'foreground': 'Pororo and Poby are in the foreground with the camera on the floor.', 'background': 'The background contains unclear details, possibly furniture or decorations.'}}",pororo almost forgets to leave with the camera he placed on the floor.,"0.5,0.5,0.5",0.5
15,912,Pororo_ENGLISH1_1_ep5,41,how did pororo feel after seeing that the flower has wilted,he was very upset,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'flower', 'attributes': ['wilted', 'brown'], 'location': ['foreground', 'center']}, {'name': 'pot', 'attributes': ['white', 'ceramic'], 'location': ['foreground', 'center']}, {'name': 'window', 'attributes': ['wooden', 'transparent'], 'location': ['background', 'center']}], 'actions': [], 'relationships': [{'subject': 'flower', 'relation': 'is placed in', 'object': 'pot'}, {'subject': 'pot', 'relation': 'is in front of', 'object': 'window'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'The left region is empty.', 'center': 'A wilted flower in a pot is visible.', 'right': 'The right region is empty.', 'foreground': 'The flower and pot are in the foreground.', 'background': 'A wooden window with a blue sky is in the background.'}}",pororo felt sad after seeing that the flower had wilted.,"1.0,1.0,1.0",1.0
16,925,Pororo_ENGLISH1_1_ep6,2,when and who will go to picnic,loopy is going to picnic tomorrow for fun,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Loopy', 'attributes': ['smiling', 'wearing a chef hat'], 'location': ['foreground', 'center']}, {'name': 'bowl', 'attributes': ['being stirred'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Loopy', 'action': 'cooking', 'object': 'bowl'}], 'relationships': [], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'The left region contains shelves with kitchen items, but details are unclear.', 'center': 'Loopy is smiling and cooking in the center.', 'right': 'The right region is empty or unclear.', 'foreground': 'Loopy is in the foreground, actively stirring a bowl.', 'background': 'The background contains indistinct kitchen elements.'}}",loopy will go on a picnic tomorrow.,"1.0,1.0,1.0",1.0
17,946,Pororo_ENGLISH1_1_ep6,23,why is crong scared of pororo?,"crong is scared because it is dark, he doesn't have a lantern and his mind is playing tricks on him","{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Crong', 'attributes': ['green', 'frog-like', 'holding a lamp'], 'location': ['foreground', 'center']}, {'name': 'lamp', 'attributes': ['small', 'out'], 'location': ['foreground', 'left']}], 'actions': [{'subject': 'Crong', 'action': 'holds', 'object': 'lamp'}, {'subject': 'Crong', 'action': 'opens', 'object': 'mouth'}, {'subject': 'Crong', 'action': 'shakes', 'object': 'head'}], 'relationships': [{'subject': 'Crong', 'relation': 'holding', 'object': 'lamp'}], 'uncertain': [{'description': 'background details', 'location': ['background', 'center']}]}, 'Task 2 - Region-based Captions': {'left': 'Crong is holding a lamp in the left region.', 'center': 'Crong is surprised with an open mouth.', 'right': 'No identifiable content in the right region.', 'foreground': 'Crong is prominently displayed in the foreground.', 'background': 'The background features a night sky with trees, but details are unclear.'}}","crong is scared of pororo because he is surprised and startled in the dark, holding a lamp that has gone out.","0.5,0.5,0.5",0.5
18,928,Pororo_ENGLISH1_1_ep6,4,what seasoning does loopy add to her mixing bowl,loopy adds some salt,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Loopy', 'attributes': ['holding a salt bottle', 'cooking'], 'location': ['foreground', 'center']}, {'name': 'mixing bowl', 'attributes': ['empty', 'white'], 'location': ['foreground', 'center']}, {'name': 'salt bottle', 'attributes': ['transparent', 'filled with salt'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Loopy', 'action': 'sprinkles', 'object': 'salt'}], 'relationships': [{'subject': 'Loopy', 'relation': 'holding', 'object': 'salt bottle'}, {'subject': 'Loopy', 'relation': 'interacting with', 'object': 'mixing bowl'}], 'uncertain': [{'description': 'details of the background', 'location': ['background', 'center']}]}, 'Task 2 - Region-based Captions': {'left': 'The left region is unclear or empty.', 'center': 'Loopy is holding a salt bottle and sprinkling salt into a mixing bowl.', 'right': 'The right region is unclear or empty.', 'foreground': 'Loopy and the mixing bowl are in the foreground.', 'background': 'The background contains indistinct details.'}}",loopy adds a little salt to her mixing bowl.,"1.0,1.0,1.0",1.0
19,965,Pororo_ENGLISH1_1_ep6,43,what does eddy think happened to the ghost,"eddy thinks the ghosts must have ran away after they saw eddy, loopy and poby","{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Eddy', 'attributes': ['smiling', 'fox character'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Eddy', 'action': 'guesses', 'object': 'the ghost ran away'}], 'relationships': [], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'The left region is empty.', 'center': 'Eddy, a smiling fox character, is in the center.', 'right': 'The right region is empty.', 'foreground': 'Eddy is in the foreground.', 'background': 'The background features a night sky with stars.'}}","eddy thinks the ghost must have run away after seeing him, poby, and loopy.","1.0,1.0,1.0",1.0
20,1052,Pororo_ENGLISH1_1_ep9,16,what do loopy's friends do when they're inside?,they share a snack at the table,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Poby', 'attributes': ['polar bear', 'sitting', 'holding juice'], 'location': ['center', 'left']}, {'name': 'Eddy', 'attributes': ['orange fox', 'sitting', 'holding juice'], 'location': ['center', 'right']}, {'name': 'Crong', 'attributes': ['green dinosaur', 'standing'], 'location': ['center', 'right']}, {'name': 'Pororo', 'attributes': ['blue penguin', 'sitting', 'holding juice'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Poby', 'action': 'holding', 'object': 'juice'}, {'subject': 'Eddy', 'action': 'holding', 'object': 'juice'}, {'subject': 'Pororo', 'action': 'holding', 'object': 'juice'}], 'relationships': [{'subject': 'Poby', 'relation': 'next to', 'object': 'Eddy'}, {'subject': 'Eddy', 'relation': 'next to', 'object': 'Crong'}, {'subject': 'Pororo', 'relation': 'in front of', 'object': 'Poby'}], 'uncertain': [{'description': 'details of the table', 'location': ['foreground', 'center']}, {'description': 'background details', 'location': ['background', 'center']}]}, 'Task 2 - Region-based Captions': {'left': 'Poby the polar bear is sitting and holding juice.', 'center': 'Pororo is sitting at the table with juice.', 'right': 'Eddy and Crong are standing next to each other.', 'foreground': 'The table is visible with juice and snacks.', 'background': 'Snowy landscape with trees and mountains is visible.'}}","loopy's friends, pororo, crong, poby, and eddy, sit around the table enjoying juice together.","1.0,1.0,1.0",1.0
21,1857,Pororo_ENGLISH1_2_ep10,14,what did pororo ask to loopy,"pororo asked ""what was it that you did a minute ago""","{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['blue color', 'wearing a helmet'], 'location': ['foreground', 'center']}, {'name': 'Loopy', 'attributes': ['pink color', 'touching her face'], 'location': ['foreground', 'left']}], 'actions': [{'subject': 'Pororo', 'action': 'asks', 'object': 'Loopy'}], 'relationships': [{'subject': 'Pororo', 'relation': 'facing', 'object': 'Loopy'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Loopy is standing and touching her face.', 'center': 'Pororo is facing Loopy, asking a question.', 'right': 'Empty or unclear.', 'foreground': 'Pororo and Loopy are in the snowy landscape.', 'background': 'Blue sky and snow-covered trees.'}}","pororo asked loopy, ""what was it that you did a minute ago?""","1.0,1.0,1.0",1.0
22,1435,Pororo_ENGLISH1_2_ep2,17,"how say to loopy ""i could not sleep""",poby said to loopy that he could not sleep,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Poby', 'attributes': ['polar bear', 'white'], 'location': ['foreground', 'left']}, {'name': 'Loopy', 'attributes': ['pink', 'small'], 'location': ['foreground', 'right']}], 'actions': [{'subject': 'Poby', 'action': 'scratches', 'object': 'head'}], 'relationships': [{'subject': 'Poby', 'relation': 'stands next to', 'object': 'Loopy'}], 'uncertain': [{'description': 'details of the background scenery', 'location': ['background', 'center']}]}, 'Task 2 - Region-based Captions': {'left': 'Poby, the polar bear, scratches his head.', 'center': 'The background shows a night sky with trees.', 'right': 'Loopy stands next to Poby.', 'foreground': 'Poby and Loopy are in the foreground.', 'background': 'The background is unclear but features a night scene.'}}","poby tells loopy, ""i could not sleep,"" while scratching his head in the night scene.","1.0,1.0,1.0",1.0
23,1441,Pororo_ENGLISH1_2_ep2,23,what did poby's friend decide,poby's friend decided to help poby to get some sleep,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Poby', 'attributes': ['smiling', 'standing'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Eddy', 'action': 'talking', 'object': None}], 'relationships': [], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'The left region is empty.', 'center': 'Poby is smiling and standing in the center.', 'right': 'The right region is empty.', 'foreground': 'Poby is in the foreground.', 'background': 'The background features a snowy landscape with trees and mountains.'}}",eddy decided that they need to help poby get some sleep.,"1.0,1.0,1.0",1.0
24,1572,Pororo_ENGLISH1_2_ep5,19,who interrupts eddy as he was saying hello to loopy,pororo interrupts eddy as he was saying hello to loopy,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['wearing a helmet', 'blue penguin'], 'location': ['center', 'center']}, {'name': 'Crong', 'attributes': ['green dinosaur'], 'location': ['background', 'center']}], 'actions': [{'subject': 'Pororo', 'action': 'raises', 'object': 'left arm'}, {'subject': 'Crong', 'action': 'sliding down', 'object': 'behind Pororo'}], 'relationships': [{'subject': 'Crong', 'relation': 'behind', 'object': 'Pororo'}], 'uncertain': [{'description': ""Eddy's presence"", 'location': ['foreground', 'left']}, {'description': ""Loopy's presence"", 'location': ['foreground', 'right']}]}, 'Task 2 - Region-based Captions': {'left': 'Unclear if Eddy is present in the left region.', 'center': 'Pororo stands with his left arm raised.', 'right': 'Unclear if Loopy is present in the right region.', 'foreground': 'Pororo is in the foreground.', 'background': 'Crong is sliding down behind Pororo.'}}",crong interrupts eddy as he was saying hello to loopy.,"0.0,0.0,0.0",0.0
25,1579,Pororo_ENGLISH1_2_ep5,26,what did loopy propose to the group after telling them about the flower,loopy proposed that they should ask her anything,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Loopy', 'attributes': ['smiling', 'wearing a hat', 'holding a vase with flowers'], 'location': ['foreground', 'center']}, {'name': 'Eddy', 'attributes': ['sitting'], 'location': ['foreground', 'left']}, {'name': 'Pororo', 'attributes': ['sitting'], 'location': ['foreground', 'right']}], 'actions': [{'subject': 'Loopy', 'action': 'holding', 'object': 'vase with flowers'}], 'relationships': [{'subject': 'Loopy', 'relation': 'spatial relation', 'object': 'Eddy'}, {'subject': 'Loopy', 'relation': 'spatial relation', 'object': 'Pororo'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Eddy is sitting on the left side of the foreground.', 'center': 'Loopy is smiling and holding a vase with flowers in the center.', 'right': 'Pororo is sitting on the right side of the foreground.', 'foreground': 'Loopy, Eddy, and Pororo are all in the foreground.', 'background': 'The background features a snowy landscape with trees and ice.'}}",loopy proposed that the group ask him anything after sharing about the flower.,"0.75,0.75,0.75",0.75
26,1762,Pororo_ENGLISH1_2_ep8,43,what did pororo think next?,pororo thought next: wjat should i do?,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['sad face', 'wearing a helmet', 'wearing a blue outfit'], 'location': ['foreground', 'center']}, {'name': 'Crong', 'attributes': ['sad face'], 'location': ['foreground', 'left']}], 'actions': [{'subject': 'Pororo', 'action': 'thinking', 'object': None}], 'relationships': [{'subject': 'Pororo', 'relation': 'next to', 'object': 'Crong'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Crong has a sad face.', 'center': 'Pororo is thinking with a sad expression.', 'right': 'No visible content.', 'foreground': 'Pororo and Crong are both in the foreground with sad expressions.', 'background': 'The background is unclear.'}}",pororo thought about how to cheer up crong and make them both feel better.,"0.5,0.5,0.5",0.5
