row_num,qid,video_name,gif_num,question,correct_answer,visual_description,predicted_answer,evaluator_scores,accuracy
27,1767,Pororo_ENGLISH1_2_ep8,48,"what did poby, eddy and loopy tell pororo and crong?","poby, eddy and loopy told pororo and crong that they were there to save them.","Loopy, Poby, and Eddy look down from a hole, expressing concern. They say, ""We are here to save you,"" indicating their intent to help Pororo and Crong.","loopy, poby, and eddy told pororo and crong, ""we are here to save you,"" expressing their intent to help.","1.0,1.0,1.0",1.0
28,1768,Pororo_ENGLISH1_2_ep8,49,what did loopy tell pororo and crong?,loopy told pororo and crong that they couldn't play a trick on her.,"Loopy, smiling and wearing a mask, playfully sticks out her tongue while saying, ""Did you think you could play a trick on me?"" She appears cheerful and animated in a snowy outdoor setting.",loopy cheerfully asked pororo and crong if they thought they could play a trick on her.,"0.75,0.75,0.75",0.75
29,2079,Pororo_ENGLISH1_3_ep1,15,what does pororo think eddy is hiding?,pororo thinks eddy is hiding some kind of treasure.,"Pororo, a small blue penguin, stands with a suspicious expression, one hand on his hip. He is outdoors, surrounded by snow-covered trees, questioning Eddy's hidden map.",pororo thinks eddy is hiding the map because he suspects it is some kind of treasure.,"0.75,0.75,0.75",0.75
30,2513,Pororo_ENGLISH1_3_ep11,1,what did pororo see moving?,pororo saw the magnet moving.,"**The doll is moving.** 

Pororo, a small blue penguin, sits on a green sofa with a book. He sees a wind-up toy moving on the floor.",pororo saw a wind-up toy moving on the floor.,"0.25,0.25,0.25",0.25
31,2575,Pororo_ENGLISH1_3_ep12,16,who does loopy give a sandwich to?,loopy gives a sandwich to eddy,"Loopy gives a sandwich to Eddy. 

Loopy, a pink bear, holds a sandwich in her paw, smiling, while Eddy, a green character, looks on.",loopy gives a sandwich to eddy.,"1.0,1.0,1.0",1.0
32,2582,Pororo_ENGLISH1_3_ep12,24,what does loopy ask eddy?,"loopy asks eddy ""what happened?""","Loopy asks Eddy, ""E Eddy, what happened?"" 

In the scene, Loopy, a pink beaver, looks concerned while watching Eddy ride a strange-moving robot. Poby, Crong, and Pororo are also present, observing the situation.","loopy asks eddy, ""e eddy, what happened?"" while watching him ride the strange-moving robot.","0.75,0.75,0.75",0.75
33,2623,Pororo_ENGLISH1_3_ep13,18,how did everybody feel when seeing crong clean out the house,everybody felt surprised to see crong cleaning the house,"**Crong crong crong**

Crong is cleaning the floor of the house. Pororo is secretly telling something to Loopy.

Crong appears cheerful while cleaning, with a big smile and energetic posture. The indoor setting features wooden walls and colorful decorations, indicating a cozy environment.","everyone felt cheerful and amused watching crong happily clean the house, enjoying his energetic and positive demeanor.","0.75,0.75,0.75",0.75
34,2173,Pororo_ENGLISH1_3_ep2,49,what was crong playing with as pororo entered the house,crong was playing with a snowboard,Crong was playing with a colorful ball as Pororo entered the house. The setting is a snowy outdoor environment with an igloo-like structure in the background.,crong was playing with a colorful ball as pororo entered the house.,"0.0,0.0,0.0",0.0
35,2206,Pororo_ENGLISH1_3_ep3,31,what did pororo answer to loopy and crong,"pororo said ""uh well""","**Uh well:** Pororo appears surprised and animated.

**Scene Description:** Pororo moves his arms and turns around, standing in a snowy landscape with Loopy and Crong in the background.","pororo answered, ""uh well,"" appearing surprised while moving his arms in the snowy landscape with loopy and crong in the background.","1.0,1.0,1.0",1.0
36,2291,Pororo_ENGLISH1_3_ep4,45,whom did eddy say sorry to,eddy said sorry to pororo,"Eddy said sorry to Pororo. 

Eddy, a gray fox, stands next to a snowman, looking at Pororo, who is smiling with closed eyes.",eddy said sorry to pororo for doubting him.,"1.0,1.0,1.0",1.0
37,2298,Pororo_ENGLISH1_3_ep5,1,what was the friends are doing when pororo came with crong?,the friends were talking about something secretly.,"Eddy, Loopy, and Poby are gathered together outdoors in a snowy environment. Eddy is explaining something, while Loopy claps and Poby nods his head.","eddy, loopy, and poby were secretly discussing something while gathered outdoors in the snowy environment when pororo arrived with crong.","1.0,1.0,1.0",1.0
38,2333,Pororo_ENGLISH1_3_ep5,25,does the friends find pororo behind the snow man?,the friends find pororo behind the snow man.,"Loopy, Poby, Crong, and Eddy are in a snowy outdoor setting, waving and smiling. Pororo is not visible behind the snowman, indicating the friends do not find him there.","the friends do not find pororo behind the snowman, as he is not visible in the scene.","0.0,0.0,0.0",0.0
39,2425,Pororo_ENGLISH1_3_ep7,25,"what does crong do when pororo says ""come here""",crong runs away from pororo,"**Come here**

Pororo tells Crong to come over. Crong is trying to run away again.

Crong appears hesitant, looking back at Pororo while leaning away. The snowy outdoor setting features a cozy cabin in the background.","crong hesitates and leans away, trying to run away from pororo despite being called over.","0.75,0.75,0.75",0.75
40,2446,Pororo_ENGLISH1_3_ep7,47,what does poby say when invited to play,"he says ""of course""","**What does Poby say when invited to play?**  
""Of course.""

**Scene Description:**  
Poby abandons his fishing rod and goes to his friends to play.

**Visual Description:**  
Poby, a white polar bear, is smiling and standing on a snowy path, with trees in the background. He appears eager and ready to join his friends.","poby says, ""of course,"" when invited to play.","1.0,1.0,1.0",1.0
41,Average,,,,"Total Videos: 22, Total Questions: 40",,,,0.80625
