row_num,qid,video_name,gif_num,question,correct_answer,visual_description,predicted_answer,evaluator_scores,accuracy
20,1052,Pororo_ENGLISH1_1_ep9,16,what do loopy's friends do when they're inside?,they share a snack at the table,"Loopy and her friends are sitting around a table inside, drinking juice and enjoying snacks. They appear happy and engaged in conversation.","loopy and her friends sit around a table inside, drinking juice, enjoying snacks, and dancing together while having a good time.","1.0,1.0,1.0",1.0
21,1857,Pororo_ENGLISH1_2_ep10,14,what did pororo ask to loopy,"pororo asked ""what was it that you did a minute ago""","Pororo, wearing a yellow helmet, stands facing Loopy in a snowy landscape, asking her what she did a minute ago. Loopy, touching her face, appears to be hiding something and responds that it's a secret until tomorrow.",pororo asked loopy what she did a minute ago.,"1.0,1.0,1.0",1.0
22,1435,Pororo_ENGLISH1_2_ep2,17,"how say to loopy ""i could not sleep""",poby said to loopy that he could not sleep,"Poby, a white bear, stands outside in the night, scratching his head with his right paw. He tells Loopy, ""I could not sleep,"" indicating his tiredness.","poby tells loopy, ""i could not sleep,"" expressing his tiredness and need for companionship.","1.0,1.0,1.0",1.0
23,1441,Pororo_ENGLISH1_2_ep2,23,what did poby's friend decide,poby's friend decided to help poby to get some sleep,"Poby's friend, Loopy, decided to invite him inside to help him sleep. Loopy appears cheerful with a smile, standing in a snowy outdoor setting.",loopy decided to invite poby inside to help him sleep.,"0.75,0.75,0.75",0.75
24,1572,Pororo_ENGLISH1_2_ep5,19,who interrupts eddy as he was saying hello to loopy,pororo interrupts eddy as he was saying hello to loopy,"Eddy is interrupted by Loopy, who is wearing a colorful outfit and holding a flower. Loopy appears excited and is engaging with the group, while Eddy is surprised.","loopy interrupts eddy as he was saying hello, excitedly showcasing her colorful outfit and magic flower.","0.0,0.0,0.0",0.0
25,1579,Pororo_ENGLISH1_2_ep5,26,what did loopy propose to the group after telling them about the flower,loopy proposed that they should ask her anything,"Loopy, smiling and wearing a hat, holds a vase with flowers, proposing to predict outcomes using the magic flower. Eddy and Pororo sit nearby, engaged in the conversation about whether Poby will catch a big fish.","loopy proposed to predict outcomes using the magic flower, encouraging the group to ask questions about their future.","0.75,0.75,0.75",0.75
26,1762,Pororo_ENGLISH1_2_ep8,43,what did pororo think next?,pororo thought next: wjat should i do?,"Pororo has a determined expression, wearing a superhero outfit with a helmet and headphones. He appears to be focused, possibly contemplating his next action as a hero.",pororo thought he needed to come up with a new plan since loopy wasn't in danger after all.,"0.5,0.5,0.5",0.5
27,1767,Pororo_ENGLISH1_2_ep8,48,"what did poby, eddy and loopy tell pororo and crong?","poby, eddy and loopy told pororo and crong that they were there to save them.","Poby, Eddy, and Loopy are looking down into a hole, appearing surprised and concerned. Their expressions suggest they are discussing how to help Pororo and Crong.","poby, eddy, and loopy expressed concern for pororo and crong, discussing how to help them after realizing they were in trouble.","0.75,0.75,0.75",0.75
28,1768,Pororo_ENGLISH1_2_ep8,49,what did loopy tell pororo and crong?,loopy told pororo and crong that they couldn't play a trick on her.,"Loopy, wearing a mask and smiling, is playfully sticking out her tongue while talking. She expresses excitement, indicating a lighthearted and cheerful mood.",loopy excitedly told pororo and crong that she was safe and playfully expressed her cheerful mood while wearing a mask.,"0.0,0.0,0.0",0.0
29,2079,Pororo_ENGLISH1_3_ep1,15,what does pororo think eddy is hiding?,pororo thinks eddy is hiding some kind of treasure.,"Pororo stands with a skeptical expression, one eyebrow raised, suggesting he thinks Eddy is hiding something important. The snowy outdoor setting features trees and mountains, emphasizing the adventurous atmosphere.",pororo thinks eddy is hiding the map because he suspects it is a treasure map.,"0.75,0.75,0.75",0.75
30,2513,Pororo_ENGLISH1_3_ep11,1,what did pororo see moving?,pororo saw the magnet moving.,"Pororo, a small blue penguin, is sitting on a green sofa with a book in his lap. He sees a wind-up toy moving on the floor nearby.",pororo saw a wind-up toy moving on the floor nearby.,"0.0,0.25,0.0",0.0
31,2575,Pororo_ENGLISH1_3_ep12,16,who does loopy give a sandwich to?,loopy gives a sandwich to eddy,"Loopy, a pink character, is handing a sandwich to Eddy, who is a green character. They are in an outdoor snowy environment.",loopy gives a sandwich to eddy.,"1.0,1.0,1.0",1.0
32,2582,Pororo_ENGLISH1_3_ep12,24,what does loopy ask eddy?,"loopy asks eddy ""what happened?""","Loopy asks Eddy, ""What are you doing?"" while watching him ride the robot. She appears curious and engaged in the scene.","loopy asks eddy, ""what are you doing?"" while curiously watching him ride the robot.","0.0,0.0,0.0",0.0
33,2623,Pororo_ENGLISH1_3_ep13,18,how did everybody feel when seeing crong clean out the house,everybody felt surprised to see crong cleaning the house,"Crong is happily cleaning the floor, smiling with a cheerful expression. Pororo, in the background, appears excited and engaged while whispering to Loopy.","everyone felt surprised and amused to see crong happily cleaning, as it showed his desire to be good for santa claus.","1.0,1.0,1.0",1.0
34,2173,Pororo_ENGLISH1_3_ep2,49,what was crong playing with as pororo entered the house,crong was playing with a snowboard,"Crong was playing with a colorful toy, possibly a ball, as Pororo entered the house. The setting is a snowy outdoor environment with an igloo-like structure in the background.","crong was playing with a colorful toy, possibly a ball, as pororo entered the house.","0.25,0.25,0.25",0.25
35,2206,Pororo_ENGLISH1_3_ep3,31,what did pororo answer to loopy and crong,"pororo said ""uh well""","Pororo, a small penguin with orange glasses, looks surprised and gestures with his arms in a snowy outdoor setting. Loopy and Crong are visible in the background, appearing curious about Pororo's reaction.","pororo expressed surprise and curiosity about the strange object on the beach, suggesting they take another look at it.","0.0,0.0,0.0",0.0
36,2291,Pororo_ENGLISH1_3_ep4,45,whom did eddy say sorry to,eddy said sorry to pororo,"Eddy, a gray fox, stands next to his snowman, looking at Pororo with a sincere expression. He says sorry to Pororo for doubting him.",eddy said sorry to pororo for doubting him.,"1.0,1.0,1.0",1.0
37,2298,Pororo_ENGLISH1_3_ep5,1,what was the friends are doing when pororo came with crong?,the friends were talking about something secretly.,"Eddy, Loopy, and Poby are gathered together, with Eddy explaining something while Loopy claps and Poby nods. They appear to be engaged in a secret conversation outdoors in a snowy environment.","eddy, loopy, and poby were secretly discussing something while clapping and nodding, just before pororo arrived.","1.0,1.0,1.0",1.0
38,2333,Pororo_ENGLISH1_3_ep5,25,does the friends find pororo behind the snow man?,the friends find pororo behind the snow man.,"The friends, Loopy, Poby, Crong, and Eddy, are in a snowy outdoor setting, smiling and waving. There is no visible snowman or indication that they find Pororo behind it.","the friends do not find pororo behind the snowman, as there is no indication of a snowman in the scene.","0.0,0.0,0.0",0.0
39,2425,Pororo_ENGLISH1_3_ep7,25,"what does crong do when pororo says ""come here""",crong runs away from pororo,"Crong is seen trying to run away while Pororo stands confidently with his hands on his hips, looking determined. The snowy outdoor setting features a brown house and green trees in the background.","when pororo says ""come here,"" crong tries to run away instead of obeying.","0.75,0.75,0.75",0.75
40,2446,Pororo_ENGLISH1_3_ep7,47,what does poby say when invited to play,"he says ""of course""","Poby, a white bear, is seen smiling and approaching his friends in a snowy outdoor setting. He responds to the invitation to play with ""of course.""","poby responds to the invitation to play with ""of course.""","1.0,1.0,1.0",1.0
41,Average,,,,"Total Videos: 22, Total Questions: 40",,,,0.7
