row_num,qid,video_name,gif_num,question,correct_answer,visual_description,predicted_answer,evaluator_scores,accuracy
18,928,Pororo_ENGLISH1_1_ep6,4,what seasoning does loopy add to her mixing bowl,loopy adds some salt,"{'Task 1': {'objects': [{'name': 'Loopy', 'attributes': ['holding a salt bottle', 'cooking'], 'location': ['foreground', 'center']}, {'name': 'mixing bowl', 'attributes': ['empty', 'ceramic'], 'location': ['foreground', 'center']}, {'name': 'salt bottle', 'attributes': ['transparent', 'filled with salt'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Loopy', 'action': 'sprinkles', 'object': 'salt'}], 'relationships': [{'subject': 'Loopy', 'relation': 'holds', 'object': 'salt bottle'}, {'subject': 'Loopy', 'relation': 'interacts with', 'object': 'mixing bowl'}], 'uncertain': []}, 'Task 2': {'left': 'The left region is unclear or empty.', 'center': 'Loopy is seen holding a salt bottle and sprinkling salt into a mixing bowl.', 'right': 'The right region is unclear or empty.', 'foreground': 'Loopy and the mixing bowl are prominently displayed.', 'background': 'The background is unclear, possibly showing a kitchen setting.'}}",loopy adds a little salt to her mixing bowl.,"1.0,1.0,1.0",1.0
19,965,Pororo_ENGLISH1_1_ep6,43,what does eddy think happened to the ghost,"eddy thinks the ghosts must have ran away after they saw eddy, loopy and poby","{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Eddy', 'attributes': ['smiling', 'fox character'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Eddy', 'action': 'guesses', 'object': 'the ghost ran away'}], 'relationships': [], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'The left region is empty.', 'center': 'Eddy, a smiling fox character, is visible.', 'right': 'The right region is empty.', 'foreground': 'Eddy is in the foreground.', 'background': 'The background features a night sky with stars and distant hills.'}}","eddy thinks the ghost ran away after seeing him, poby, and loopy.","1.0,1.0,1.0",1.0
20,1052,Pororo_ENGLISH1_1_ep9,16,what do loopy's friends do when they're inside?,they share a snack at the table,"{'description': 'Pororo, Crong, Poby, and Eddy are sitting around the table and drinking juice.'}","loopy's friends, pororo, crong, poby, and eddy, sit around the table enjoying juice together.","1.0,1.0,1.0",1.0
21,1857,Pororo_ENGLISH1_2_ep10,14,what did pororo ask to loopy,"pororo asked ""what was it that you did a minute ago""","{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['blue body', 'yellow helmet'], 'location': ['foreground', 'center']}, {'name': 'Loopy', 'attributes': ['pink body', 'white belly'], 'location': ['foreground', 'left']}, {'name': 'Snow-covered land', 'attributes': ['white', 'flat'], 'location': ['foreground', 'entire area']}, {'name': 'Trees', 'attributes': ['green', 'tall'], 'location': ['background', 'left/right']}, {'name': 'Sky', 'attributes': ['blue', 'clear'], 'location': ['background', 'entire area']}], 'actions': [{'subject': 'Pororo', 'action': 'asks', 'object': 'Loopy'}, {'subject': 'Loopy', 'action': 'touches', 'object': 'her face'}], 'relationships': [{'subject': 'Pororo', 'relation': 'facing', 'object': 'Loopy'}], 'uncertain': [{'description': ""specific details of Loopy's action"", 'location': ['foreground', 'left']}]}, 'Task 2 - Region-based Captions': {'left': 'Loopy stands on the left, touching her face.', 'center': 'Pororo is in the center, facing Loopy.', 'right': 'The right area is empty.', 'foreground': 'The foreground features Pororo and Loopy on snow-covered land.', 'background': 'The background shows a blue sky and green trees.'}}","pororo asked loopy, ""what was it that you did a minute ago?""","1.0,1.0,1.0",1.0
22,1435,Pororo_ENGLISH1_2_ep2,17,"how say to loopy ""i could not sleep""",poby said to loopy that he could not sleep,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Poby', 'attributes': ['polar bear', 'white fur', 'standing'], 'location': ['foreground', 'left']}, {'name': 'Loopy', 'attributes': ['pink color', 'standing'], 'location': ['foreground', 'right']}], 'actions': [{'subject': 'Poby', 'action': 'scratches', 'object': 'his head'}], 'relationships': [{'subject': 'Poby', 'relation': 'to the right of', 'object': 'Loopy'}], 'uncertain': [{'description': 'details of the background scenery', 'location': ['background', 'center']}]}, 'Task 2 - Region-based Captions': {'left': 'Poby, the polar bear, is scratching his head.', 'center': 'The background shows a night sky with trees, details unclear.', 'right': 'Loopy, the pink character, is standing.', 'foreground': 'Poby and Loopy are in the foreground.', 'background': 'The background features a night scene with trees.'}}","poby tells loopy, ""i could not sleep,"" while scratching his head in the night scene.","1.0,1.0,1.0",1.0
23,1441,Pororo_ENGLISH1_2_ep2,23,what did poby's friend decide,poby's friend decided to help poby to get some sleep,{'description': 'Eddy is talking and swinging his arms.'},eddy decided that they need to help poby get some sleep.,"1.0,1.0,1.0",1.0
24,1572,Pororo_ENGLISH1_2_ep5,19,who interrupts eddy as he was saying hello to loopy,pororo interrupts eddy as he was saying hello to loopy,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['wearing a helmet', 'blue penguin'], 'location': ['center', 'center']}, {'name': 'Crong', 'attributes': ['green dinosaur'], 'location': ['background', 'center']}], 'actions': [{'subject': 'Pororo', 'action': 'stands up', 'object': None}, {'subject': 'Crong', 'action': 'slides down', 'object': 'behind Pororo'}], 'relationships': [{'subject': 'Crong', 'relation': 'behind', 'object': 'Pororo'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'The left region is empty.', 'center': 'Pororo stands up with his left arm raised.', 'right': 'The right region is empty.', 'foreground': 'Pororo is in the foreground.', 'background': 'Crong is sliding down in the background.'}}",crong interrupts eddy as he was saying hello to loopy.,"0.0,0.0,0.0",0.0
25,1579,Pororo_ENGLISH1_2_ep5,26,what did loopy propose to the group after telling them about the flower,loopy proposed that they should ask her anything,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Loopy', 'attributes': ['smiling', 'wearing a hat', 'holding a vase with flowers'], 'location': ['foreground', 'center']}, {'name': 'Eddy', 'attributes': ['sitting'], 'location': ['foreground', 'left']}, {'name': 'Pororo', 'attributes': ['sitting'], 'location': ['foreground', 'right']}], 'actions': [{'subject': 'Loopy', 'action': 'holding', 'object': 'vase with flowers'}], 'relationships': [{'subject': 'Loopy', 'relation': 'is next to', 'object': 'Eddy'}, {'subject': 'Loopy', 'relation': 'is next to', 'object': 'Pororo'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Eddy is sitting on the left side of the foreground.', 'center': 'Loopy is smiling and holding a vase with flowers in the center.', 'right': 'Pororo is sitting on the right side of the foreground.', 'foreground': 'Loopy, Eddy, and Pororo are all in the foreground.', 'background': 'The background features a snowy landscape with trees and ice.'}}",loopy proposed that the group ask him anything after sharing about the flower.,"0.75,0.75,0.75",0.75
26,1762,Pororo_ENGLISH1_2_ep8,43,what did pororo think next?,pororo thought next: wjat should i do?,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['sad face', 'wearing a helmet', 'wearing headphones'], 'location': ['foreground', 'center']}, {'name': 'Crong', 'attributes': ['sad face'], 'location': ['foreground', 'left']}], 'actions': [{'subject': 'Pororo', 'action': 'thinking', 'object': None}], 'relationships': [{'subject': 'Pororo', 'relation': 'next to', 'object': 'Crong'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Crong has a sad face.', 'center': 'Pororo is thinking with a sad expression.', 'right': 'Empty or unclear.', 'foreground': 'Pororo and Crong are both visible with sad faces.', 'background': 'Textured background, unclear details.'}}",pororo thought about how to cheer up crong and make them both feel better.,"0.5,0.5,0.5",0.5
27,1767,Pororo_ENGLISH1_2_ep8,48,"what did poby, eddy and loopy tell pororo and crong?","poby, eddy and loopy told pororo and crong that they were there to save them.","{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Poby', 'attributes': ['pink', 'bear', 'surprised'], 'location': ['foreground', 'left']}, {'name': 'Eddy', 'attributes': ['white', 'dog', 'excited'], 'location': ['foreground', 'center']}, {'name': 'Loopy', 'attributes': ['orange', 'rabbit', 'curious'], 'location': ['foreground', 'right']}], 'actions': [{'subject': 'Poby', 'action': 'look', 'object': 'down'}, {'subject': 'Eddy', 'action': 'look', 'object': 'down'}, {'subject': 'Loopy', 'action': 'look', 'object': 'down'}], 'relationships': [{'subject': 'Poby', 'relation': 'next to', 'object': 'Eddy'}, {'subject': 'Eddy', 'relation': 'next to', 'object': 'Loopy'}], 'uncertain': [{'description': 'details of the hole', 'location': ['foreground', 'center']}]}, 'Task 2 - Region-based Captions': {'left': 'Poby, the pink bear, looks surprised from the left side.', 'center': 'Eddy, the white dog, appears excited in the center.', 'right': 'Loopy, the orange rabbit, looks curious from the right side.', 'foreground': 'All three characters are visible looking down.', 'background': 'The background is mostly empty, showing a blue sky.'}}","poby, eddy, and loopy told pororo and crong, ""we are here to save you.""","1.0,1.0,1.0",1.0
28,1768,Pororo_ENGLISH1_2_ep8,49,what did loopy tell pororo and crong?,loopy told pororo and crong that they couldn't play a trick on her.,"{'Task 1': {'objects': [{'name': 'Loopy', 'attributes': ['smiling', 'wearing a mask', 'sticking out tongue'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Loopy', 'action': 'talking', 'object': None}], 'relationships': [], 'uncertain': []}, 'Task 2': {'left': 'The left region is empty.', 'center': 'Loopy is smiling and talking, wearing a mask and sticking out her tongue.', 'right': 'The right region is empty.', 'foreground': 'Loopy is prominently displayed in the foreground.', 'background': 'The background features a snowy landscape with trees.'}}","loopy told pororo and crong, ""did you think you could play a trick on me?""","0.75,0.75,0.75",0.75
29,2079,Pororo_ENGLISH1_3_ep1,15,what does pororo think eddy is hiding?,pororo thinks eddy is hiding some kind of treasure.,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['penguin', 'wearing goggles', 'wearing a hat'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Pororo', 'action': 'asks', 'object': ""Eddy's hidden map""}], 'relationships': [{'subject': 'Pororo', 'relation': 'is in front of', 'object': 'Eddy'}], 'uncertain': [{'description': ""Eddy's presence or actions"", 'location': ['foreground', 'left']}]}, 'Task 2 - Region-based Captions': {'left': 'Unclear if Eddy is present or hiding something.', 'center': 'Pororo is standing with a suspicious expression.', 'right': 'Empty or unclear.', 'foreground': 'Pororo is prominently displayed.', 'background': 'Snowy landscape with trees.'}}",pororo thinks eddy is hiding the map as if it is some kind of treasure.,"0.75,0.75,0.75",0.75
30,2513,Pororo_ENGLISH1_3_ep11,1,what did pororo see moving?,pororo saw the magnet moving.,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['penguin', 'wearing a helmet', 'holding a book'], 'location': ['foreground', 'center']}, {'name': 'wind-up toy', 'attributes': ['moving', 'colorful'], 'location': ['foreground', 'right']}], 'actions': [{'subject': 'Pororo', 'action': 'sees', 'object': 'wind-up toy'}], 'relationships': [{'subject': 'Pororo', 'relation': 'sitting on', 'object': 'sofa'}, {'subject': 'wind-up toy', 'relation': 'located near', 'object': 'Pororo'}], 'uncertain': [{'description': 'details of the background', 'location': ['background', 'left']}]}, 'Task 2 - Region-based Captions': {'left': 'The left region contains a wall with unclear details.', 'center': 'Pororo is sitting on a sofa, reading a book.', 'right': 'A wind-up toy is moving on the floor.', 'foreground': 'Pororo and the wind-up toy are in the foreground.', 'background': 'The background has a wall and windows, details are unclear.'}}",pororo saw a colorful wind-up toy moving on the floor.,"0.25,0.25,0.25",0.25
31,2575,Pororo_ENGLISH1_3_ep12,16,who does loopy give a sandwich to?,loopy gives a sandwich to eddy,{'description': 'Loopy hands a sandwich over to Eddy. Eddy picks up the sandwich with his robot arm.'},loopy gives a sandwich to eddy.,"1.0,1.0,1.0",1.0
32,2582,Pororo_ENGLISH1_3_ep12,24,what does loopy ask eddy?,"loopy asks eddy ""what happened?""","{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Eddy', 'attributes': ['riding a robot'], 'location': ['foreground', 'center']}, {'name': 'Loopy', 'attributes': ['watching'], 'location': ['foreground', 'left']}, {'name': 'Poby', 'attributes': ['watching'], 'location': ['foreground', 'right']}, {'name': 'Crong', 'attributes': ['watching'], 'location': ['foreground', 'left']}, {'name': 'Pororo', 'attributes': ['watching'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Eddy', 'action': 'riding', 'object': 'robot'}, {'subject': 'Loopy', 'action': 'watching', 'object': 'Eddy'}, {'subject': 'Poby', 'action': 'watching', 'object': 'Eddy'}, {'subject': 'Crong', 'action': 'watching', 'object': 'Eddy'}, {'subject': 'Pororo', 'action': 'watching', 'object': 'Eddy'}], 'relationships': [{'subject': 'Eddy', 'relation': 'on', 'object': 'robot'}, {'subject': 'Loopy', 'relation': 'to the left of', 'object': 'Eddy'}, {'subject': 'Poby', 'relation': 'to the right of', 'object': 'Eddy'}, {'subject': 'Crong', 'relation': 'to the left of', 'object': 'Eddy'}, {'subject': 'Pororo', 'relation': 'behind', 'object': 'Eddy'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Loopy and Crong are watching Eddy.', 'center': 'Eddy is riding a robot.', 'right': 'Poby is watching Eddy.', 'foreground': 'Eddy, Loopy, Crong, Poby, and Pororo are all in the foreground.', 'background': 'The background features snowy hills and trees.'}}","loopy asks eddy, ""what happened?""","1.0,1.0,1.0",1.0
