row_num,qid,video_name,gif_num,question,correct_answer,visual_description,predicted_answer,evaluator_scores,accuracy
29,2079,Pororo_ENGLISH1_3_ep1,15,what does pororo think eddy is hiding?,pororo thinks eddy is hiding some kind of treasure.,"Pororo suspiciously questions Eddy, ""Why are you hiding it as if it is some kind of treasure?"" indicating he believes Eddy is concealing something valuable or important.","pororo thinks eddy is hiding the map because he believes it is something valuable or important, like a treasure.","0.75,0.75,0.75",0.75
30,2513,Pororo_ENGLISH1_3_ep11,1,what did pororo see moving?,pororo saw the magnet moving.,Pororo sees a wind-up toy moving on the floor. The doll is moving.,pororo saw a wind-up toy moving on the floor.,"0.25,0.25,0.25",0.25
31,2575,Pororo_ENGLISH1_3_ep12,16,who does loopy give a sandwich to?,loopy gives a sandwich to eddy,Loopy hands a sandwich over to Eddy. Eddy picks up the sandwich with his robot arm.,loopy gives a sandwich to eddy.,"1.0,1.0,1.0",1.0
32,2582,Pororo_ENGLISH1_3_ep12,24,what does loopy ask eddy?,"loopy asks eddy ""what happened?""","Loopy asks Eddy, ""Eddy, what happened?"" as she watches him ride the robot, which is moving in a strange way.","loopy asks eddy, ""eddy, what happened?"" as she observes him riding the robot that is moving strangely.","1.0,0.75,1.0",1.0
33,2623,Pororo_ENGLISH1_3_ep13,18,how did everybody feel when seeing crong clean out the house,everybody felt surprised to see crong cleaning the house,"Crong is happily cleaning the floor, showing enthusiasm. Pororo, whispering to Loopy, likely feels amused or entertained by Crong's efforts.","everyone felt amused and entertained watching crong happily clean the house, while pororo whispered to loopy.","0.75,0.75,0.75",0.75
34,2173,Pororo_ENGLISH1_3_ep2,49,what was crong playing with as pororo entered the house,crong was playing with a snowboard,"Crong was playing with a colorful ball as Pororo entered the house. The ball rolled across the floor, capturing Crong's attention.",crong was playing with a colorful ball as pororo entered the house.,"0.0,0.0,0.0",0.0
35,2206,Pororo_ENGLISH1_3_ep3,31,what did pororo answer to loopy and crong,"pororo said ""uh well""","Pororo moves his arms and turns around, saying, ""Uh well, I think we should try something new!"" to Loopy and Crong.","pororo said, ""uh well, i think we should try something new!"" to loopy and crong.","1.0,1.0,1.0",1.0
36,2291,Pororo_ENGLISH1_3_ep4,45,whom did eddy say sorry to,eddy said sorry to pororo,"Eddy says, ""I'm sorry to Pororo for doubting Pororo."" Eddy stands next to his snowman, looking at Pororo as they share this moment.",eddy said sorry to pororo for doubting him.,"1.0,1.0,1.0",1.0
37,2298,Pororo_ENGLISH1_3_ep5,1,what was the friends are doing when pororo came with crong?,the friends were talking about something secretly.,"Eddy is explaining something to Loopy and Poby, who are gathered together, with Loopy clapping and Poby nodding his head while they talk secretly.","eddy, loopy, and poby were secretly discussing something, with eddy explaining while loopy clapped and poby nodded, when pororo arrived with crong.","1.0,1.0,1.0",1.0
38,2333,Pororo_ENGLISH1_3_ep5,25,does the friends find pororo behind the snow man?,the friends find pororo behind the snow man.,"Loopy, Poby, Crong, and Eddy wave and say goodbye to Pororo, indicating they do not find him behind the snowman. Pororo is not visible in this scene.","the friends do not find pororo behind the snowman, as they wave goodbye to him and he is not visible in the scene.","0.0,0.0,0.0",0.0
39,2425,Pororo_ENGLISH1_3_ep7,25,"what does crong do when pororo says ""come here""",crong runs away from pororo,"Pororo says, ""come here."" Crong attempts to run away, showing reluctance to approach Pororo.","when pororo says ""come here,"" crong attempts to run away, showing his reluctance to approach.","0.75,0.75,0.75",0.75
40,2446,Pororo_ENGLISH1_3_ep7,47,what does poby say when invited to play,"he says ""of course""","Poby abandons his fishing rod and goes to his friends to play. Poby says, ""Of course!""","poby says, ""of course!"" when invited to play.","1.0,1.0,1.0",1.0
41,Average,,,,"Total Videos: 22, Total Questions: 40",,,,0.80625
