row_num,qid,video_name,gif_num,question,correct_answer,visual_description,predicted_answer,evaluator_scores,accuracy
11,711,Pororo_ENGLISH1_1_ep2,16,did crong score after he shot the ball at the hoop?,no he did not score,"Crong is not visible in the image, but a basketball is shown near the hoop. The scene suggests that Crong missed his shot, indicating he did not score.",crong did not score after he shot the ball at the hoop.,"1.0,1.0,1.0",1.0
12,716,Pororo_ENGLISH1_1_ep2,19,does pororo apologize for knocking poby's things down,yes he says he is sorry and offers to clean it up,"Pororo, a small penguin with a yellow helmet and orange goggles, looks up at Poby with a concerned expression. The indoor setting features a cozy room with a window and a few decorations, indicating a friendly atmosphere.","yes, pororo apologizes to poby for knocking his things down and offers to clean it up.","1.0,1.0,1.0",1.0
13,730,Pororo_ENGLISH1_1_ep2,26,after the camera is broken what does eddy tell poby they are going to do,eddy says we are going to leave now,"Eddy, wearing a helmet, stands next to Poby, who is looking at him. They are in Poby's room, which has a bed and scattered items.","eddy tells poby, ""poby, we are going to leave now.""","1.0,1.0,1.0",1.0
14,738,Pororo_ENGLISH1_1_ep2,30,what does pororo almost forget to leave with poby,the broken camera piece,"Pororo, wearing a yellow helmet, is walking away from Poby, who is standing still. A camera is visible on the floor, indicating what Pororo almost forgets to take.",pororo almost forgets to leave with the camera he placed on the floor.,"0.5,0.5,0.5",0.5
15,912,Pororo_ENGLISH1_1_ep5,41,how did pororo feel after seeing that the flower has wilted,he was very upset,"Pororo appears sad after seeing the wilted flower, indicated by a frown and drooping posture. The flower, brown and droopy, is placed in a pot by the window.","pororo felt sad after seeing the wilted flower, as indicated by his frown and drooping posture.","1.0,1.0,1.0",1.0
16,925,Pororo_ENGLISH1_1_ep6,2,when and who will go to picnic,loopy is going to picnic tomorrow for fun,"Loopy, wearing a chef hat, is smiling while stirring a bowl in a cozy indoor kitchen. The picnic is planned for tomorrow.",loopy will go on a picnic tomorrow.,"1.0,1.0,1.0",1.0
17,946,Pororo_ENGLISH1_1_ep6,23,why is crong scared of pororo?,"crong is scared because it is dark, he doesn't have a lantern and his mind is playing tricks on him","Crong has a wide-open mouth and a startled expression, indicating surprise and fear. He is holding a lamp in his left hand, which is not lit, suggesting a sense of vulnerability in the dark setting.","crong is scared of pororo because he is surprised and vulnerable in the dark, holding an unlit lamp.","0.5,0.5,0.5",0.5
18,928,Pororo_ENGLISH1_1_ep6,4,what seasoning does loopy add to her mixing bowl,loopy adds some salt,Loopy is holding a salt bottle and is sprinkling salt into her mixing bowl. The setting appears to be a cozy indoor kitchen.,loopy adds a little salt to her mixing bowl.,"1.0,1.0,1.0",1.0
19,965,Pororo_ENGLISH1_1_ep6,43,what does eddy think happened to the ghost,"eddy thinks the ghosts must have ran away after they saw eddy, loopy and poby","Eddy, a small orange fox, has a cheerful expression with a wide smile and closed eyes. He stands outdoors at night, surrounded by a snowy landscape and trees, suggesting he feels confident about the ghost running away.","eddy thinks the ghost must have run away after seeing him, poby, and loopy in the windy, snowy night.","1.0,1.0,1.0",1.0
20,1052,Pororo_ENGLISH1_1_ep9,16,what do loopy's friends do when they're inside?,they share a snack at the table,"Loopy, Crong, Poby, and Eddy are sitting around a table inside, drinking juice and enjoying snacks. The setting features a cozy indoor environment with a snowy background visible through a window.","loopy's friends, crong, poby, and eddy, sit around a table inside, drinking juice and enjoying snacks together.","1.0,1.0,1.0",1.0
21,1857,Pororo_ENGLISH1_2_ep10,14,what did pororo ask to loopy,"pororo asked ""what was it that you did a minute ago""","Pororo, wearing a yellow helmet, stands facing Loopy, who touches her face with her hand. He asks her, ""What was it that you did a minute ago?""","pororo asked loopy, ""what was it that you did a minute ago?""","1.0,1.0,1.0",1.0
22,1435,Pororo_ENGLISH1_2_ep2,17,"how say to loopy ""i could not sleep""",poby said to loopy that he could not sleep,"Poby, a white bear, stands outside in a snowy environment, scratching his head with his right paw. He appears puzzled, conveying a sense of concern as he prepares to express, ""I could not sleep.""","poby expresses to loopy, ""i could not sleep,"" while looking puzzled and concerned in the snowy environment.","1.0,1.0,1.0",1.0
23,1441,Pororo_ENGLISH1_2_ep2,23,what did poby's friend decide,poby's friend decided to help poby to get some sleep,"Poby's friend, Eddy, is smiling with arms outstretched in a snowy outdoor setting. He appears enthusiastic and ready to help Poby sleep.",eddy decided to help poby get some sleep.,"1.0,1.0,1.0",1.0
24,1572,Pororo_ENGLISH1_2_ep5,19,who interrupts eddy as he was saying hello to loopy,pororo interrupts eddy as he was saying hello to loopy,"Eddy is interrupted by Crong, who is sliding down behind Pororo. Pororo stands up and raises his left arm, indicating surprise.","eddy is interrupted by crong, who is sliding down behind pororo.","0.0,0.0,0.0",0.0
25,1579,Pororo_ENGLISH1_2_ep5,26,what did loopy propose to the group after telling them about the flower,loopy proposed that they should ask her anything,"Loopy, smiling and wearing a hat, holds a vase with flowers. Eddy and Pororo are sitting on the ground nearby.",loopy proposed that the group ask him anything after sharing about the flower.,"0.75,0.75,0.75",0.75
26,1762,Pororo_ENGLISH1_2_ep8,43,what did pororo think next?,pororo thought next: wjat should i do?,"Pororo has a furrowed brow and a slight frown, indicating confusion or concern. He appears to be pondering a solution to a problem.",pororo thought about how he could cheer up crong and solve their problem together.,"0.5,0.5,0.5",0.5
27,1767,Pororo_ENGLISH1_2_ep8,48,"what did poby, eddy and loopy tell pororo and crong?","poby, eddy and loopy told pororo and crong that they were there to save them.","Poby, Eddy, and Loopy look down into a hole, expressing concern with wide eyes and open mouths. They convey the message, ""we are here to save you.""","poby, eddy, and loopy told pororo and crong, ""we are here to save you.""","1.0,1.0,1.0",1.0
28,1768,Pororo_ENGLISH1_2_ep8,49,what did loopy tell pororo and crong?,loopy told pororo and crong that they couldn't play a trick on her.,"Loopy, smiling and wearing a mask, playfully sticks out her tongue while speaking to Pororo and Crong. She asks, ""Did you think you could play a trick on me?""","loopy playfully asked pororo and crong, ""did you think you could play a trick on me?"" while smiling and sticking out her tongue.","1.0,1.0,1.0",1.0
29,2079,Pororo_ENGLISH1_3_ep1,15,what does pororo think eddy is hiding?,pororo thinks eddy is hiding some kind of treasure.,"Pororo, a small blue penguin with orange glasses, stands with a suspicious expression. He appears to question Eddy's secretive behavior regarding a hidden map.",pororo thinks eddy is hiding the map because he suspects it might be a treasure.,"0.75,0.75,0.75",0.75
30,2513,Pororo_ENGLISH1_3_ep11,1,what did pororo see moving?,pororo saw the magnet moving.,"Pororo, a small penguin with a pilot hat and goggles, is sitting on a green sofa. He sees a wind-up toy moving on the floor.",pororo saw a wind-up toy moving on the floor.,"0.25,0.25,0.25",0.25
31,2575,Pororo_ENGLISH1_3_ep12,16,who does loopy give a sandwich to?,loopy gives a sandwich to eddy,"Loopy, a pink character, is handing a sandwich to Eddy, who is a green character. Eddy is positioned to the left, looking at Loopy with interest.",loopy gives a sandwich to eddy.,"1.0,1.0,1.0",1.0
32,2582,Pororo_ENGLISH1_3_ep12,24,what does loopy ask eddy?,"loopy asks eddy ""what happened?""","Loopy, a pink beaver, is looking at Eddy with curiosity. She asks, ""Eddy, what happened?"" while the others watch the robot.","loopy asks eddy, ""eddy, what happened?"" while watching him ride the strange-moving robot.","1.0,0.75,1.0",1.0
33,2623,Pororo_ENGLISH1_3_ep13,18,how did everybody feel when seeing crong clean out the house,everybody felt surprised to see crong cleaning the house,"Crong, a small green dinosaur, is happily cleaning the floor, smiling with a cheerful expression. Pororo and Loopy are in the background, appearing engaged in a secretive conversation.",everyone felt amused and entertained watching crong happily clean the house while pororo and loopy engaged in their secretive conversation.,"0.75,0.75,0.75",0.75
34,2173,Pororo_ENGLISH1_3_ep2,49,what was crong playing with as pororo entered the house,crong was playing with a snowboard,"Crong is playing with a colorful ball inside the igloo as Pororo enters the house. The setting is snowy and icy, typical of their environment.",crong was playing with a colorful ball inside the igloo as pororo entered the house.,"0.25,0.25,0.25",0.25
35,2206,Pororo_ENGLISH1_3_ep3,31,what did pororo answer to loopy and crong,"pororo said ""uh well""","Pororo, a small penguin with orange glasses and a brown hat, is animatedly gesturing with his arms. Loopy, a pink character, and Crong, a green character, are positioned behind him in a snowy outdoor setting.","pororo answered, ""uh well,"" while animatedly gesturing with his arms in the snowy setting.","1.0,1.0,1.0",1.0
36,2291,Pororo_ENGLISH1_3_ep4,45,whom did eddy say sorry to,eddy said sorry to pororo,"Eddy, a gray fox, is standing next to his snowman, looking at Pororo, a small orange fox. Both characters appear to be smiling, indicating a friendly interaction as Eddy says, ""I am sorry too.""",eddy said sorry to pororo for doubting him.,"1.0,1.0,1.0",1.0
37,2298,Pororo_ENGLISH1_3_ep5,1,what was the friends are doing when pororo came with crong?,the friends were talking about something secretly.,"Eddy, Loopy, and Poby are gathered together, with Eddy explaining something while Loopy claps and Poby nods. They are in a snowy outdoor setting with ice formations and trees in the background.","eddy, loopy, and poby were secretly discussing something while clapping and nodding in a snowy outdoor setting when pororo and crong arrived.","1.0,1.0,1.0",1.0
38,2333,Pororo_ENGLISH1_3_ep5,25,does the friends find pororo behind the snow man?,the friends find pororo behind the snow man.,"The friends, Loopy, Poby, Crong, and Eddy, are standing together in a snowy outdoor setting. There is no visible snowman or indication that they find Pororo behind it.","the friends do not find pororo behind the snowman, as there is no snowman present in the scene.","0.0,0.0,0.0",0.0
39,2425,Pororo_ENGLISH1_3_ep7,25,"what does crong do when pororo says ""come here""",crong runs away from pororo,"Pororo stands confidently in the snow, looking at Crong with a serious expression. Crong appears hesitant, slightly turned away, indicating he is trying to run away.","when pororo says ""come here,"" crong hesitates and tries to run away instead of approaching.","0.75,0.75,0.75",0.75
40,2446,Pororo_ENGLISH1_3_ep7,47,what does poby say when invited to play,"he says ""of course""","Poby, a white polar bear, is smiling and appears excited as he walks towards his friends. He seems eager to join the playtime, indicating a positive response to the invitation.","poby excitedly responds, ""of course!"" as he abandons his fishing rod to join his friends in play.","1.0,1.0,1.0",1.0
41,Average,,,,"Total Videos: 22, Total Questions: 40",,,,0.80625
