gif_num,video_name,qid,question,correct_answer,predicted_answer,accuracy
15,Pororo_ENGLISH1_1_ep1,396,what is the baby dinosaur saying when he passes by pororo friends,he says crong crong,he says crong crong,1.0
16,Pororo_ENGLISH1_1_ep12,1203,how does crong defend himself against pororo,"crong says ""crong crong crong crong.....""","Crong does not specifically defend himself against Pororo; instead, they engage in playful interaction. Initially, Pororo perceives Crong as a scary monster when he hatches from the egg, but they quickly become friends, with Crong communicating by saying ""crong"" repeatedly. The focus is on their budding friendship rather than any conflict or defense.",0.25
17,Pororo_ENGLISH1_1_ep1,434,what happens when they start running with pororo?,they pass him up,they pass him up,1.0
18,Pororo_ENGLISH1_1_ep1,452,what does crong do when pororo taps his foot,crong mimics the movement,Crong mimics the movement when Pororo taps his foot.,0.75
19,Pororo_ENGLISH1_1_ep12,1206,what does pororo say after crong is nowhere to be seen,pororo wonders if he went too far,Pororo wonders if he went too far.,1.0
20,Pororo_ENGLISH1_1_ep1,475,who is last when walking,crong is last when walking,crong is last when walking,1.0
21,Pororo_ENGLISH1_1_ep11,1162,"why did crong say ""crong crong""?",he wanted to get loopies attention to pororo.,"Crong said ""crong crong"" to get Loopy's attention to Pororo, expressing his playful nature and eagerness to interact with others.",0.75
22,Pororo_ENGLISH1_1_ep13,1268,what did eddy tell pororo and crong in the house,"eddy told pororo and crong the truth, that he can't sing well","Eddy told Pororo and Crong the truth, that he can't sing well.",1.0
23,Pororo_ENGLISH1_1_ep1,515,why did pororo get scared,because crong caught up to him,Pororo got scared because Crong caught up to him.,0.75
24,Pororo_ENGLISH1_1_ep1,523,what the dinosaur did after pororo jump off the cliff?,he jump as well off the cliff to follow pororo,he jumps as well off the cliff to follow Pororo.,0.75
25,Pororo_ENGLISH1_1_ep1,536,why does crong follow them down the hill,he wants to be their friend,Crong follows Pororo down the hill because he wants to be their friend.,0.75
26,Pororo_ENGLISH1_1_ep1,558,when did pororo and his friends stop sliding downhill,when they reached the trees,They stopped sliding downhill when they reached the trees.,1.0
27,Pororo_ENGLISH1_1_ep1,561,why does pororo introduce himself to the baby dinosaur,he decides crong is not scary and he wants to be his friend,Pororo introduces himself to the baby dinosaur because he initially thinks the dinosaur is scary but then decides that Crong is not scary and wants to be his friend.,1.0
28,Pororo_ENGLISH1_1_ep1,576,what the little dinosaur said after pororo introduce himself?,"the little dinosaur said ''crong crong'', because is the only thing he can say","After Pororo introduces himself, the little dinosaur responds by saying ""crong crong.""",0.75
29,Pororo_ENGLISH1_1_ep1,591,who really opens up in this scene and lets loose a nice roar,dinosaur really opens up in this scene and lets loose a nice roar,The dinosaur really opens up in this scene and lets loose a nice roar.,1.0
30,Pororo_ENGLISH1_1_ep1,597,did pororo understud the name of the little dinosaur?,"no, he was thinking if he heard well","No, Pororo was not sure if he heard the name of the little dinosaur correctly.",0.75
31,Pororo_ENGLISH1_1_ep1,614,who was crong smiling at,he was smiling at pororo,"Crong was smiling at Pororo, the little penguin. They met and became friends in the scene described.",0.75
32,Pororo_ENGLISH1_1_ep12,1218,what did crong and pororo do at loopy's house,both started arguing again,both started arguing again,1.0
33,Pororo_ENGLISH1_1_ep12,1219,what does loopy  ask to pororo and crong,loopy asks why both of them are arguing again,Loopy asks Pororo and Crong why both of them are arguing again.,1.0
34,Pororo_ENGLISH1_1_ep1,655,what phrase do all of the animals say to the green dinosaur crung?,"they all say, ""nice to meet you"".","they all say, ""nice to meet you"".",1.0
35,Pororo_ENGLISH1_1_ep10,1119,was pororo enjoying the new ride?,"yes, pororo was enjoying and said "" yahoo""","Yes, Pororo was enjoying the new ride and said ""yahoo.""",1.0
36,Pororo_ENGLISH1_1_ep1,672,who did pororo become friends with today?,"he became friends with baby dinosaur, crong","Today, Pororo made friends with a baby dinosaur named Crong.",1.0
Average Accuracy,Total Questions: 36,,,,,0.8888888888888888
