row_num,video_name,gif_num,qid,question,correct_answer,predicted_answer,accuracy
18,Pororo_ENGLISH1_1_ep6,4,928,what seasoning does loopy add to her mixing bowl,loopy adds some salt,loopy adds salt from a salt bottle to her mixing bowl while preparing food for a picnic,1.0
19,Pororo_ENGLISH1_1_ep6,43,965,what does eddy think happened to the ghost,"eddy thinks the ghosts must have ran away after they saw eddy, loopy and poby","eddy believes the ghost ran away after seeing him, poby, and loopy in the windy scene",0.75
20,Pororo_ENGLISH1_1_ep9,16,1052,what do loopy's friends do when they're inside?,they share a snack at the table,"pororo, crong, poby, and eddy are sitting around the table and drinking juice together",0.75
21,Pororo_ENGLISH1_2_ep10,14,1857,what did pororo ask to loopy,"pororo asked ""what was it that you did a minute ago""","pororo asked loopy what she was doing a minute ago, specifically about her secret of knitting a muffler for him",0.75
22,Pororo_ENGLISH1_2_ep2,17,1435,"how say to loopy ""i could not sleep""",poby said to loopy that he could not sleep,"poby tells loopy ""i could not sleep"" by directly stating it verbally when he visits loopy's place late at night",0.5
23,Pororo_ENGLISH1_2_ep2,23,1441,what did poby's friend decide,poby's friend decided to help poby to get some sleep,poby decided to visit his friend pororo because he could not sleep at night,0.0
24,Pororo_ENGLISH1_2_ep5,19,1572,who interrupts eddy as he was saying hello to loopy,pororo interrupts eddy as he was saying hello to loopy,"based on the scene description, pororo interrupts eddy as he was saying hello to loopy",1.0
25,Pororo_ENGLISH1_2_ep5,26,1579,what did loopy propose to the group after telling them about the flower,loopy proposed that they should ask her anything,"loopy proposed that the group ask her anything using her ""magic flower"" that supposedly gives answers to all questions",0.75
26,Pororo_ENGLISH1_2_ep8,43,1762,what did pororo think next?,pororo thought next: wjat should i do?,"given pororo and crong's sad faces and the context of their superhero mission going wrong, pororo likely felt disappointed and frustrated about his failed attempt to save loopy",0.0
27,Pororo_ENGLISH1_2_ep8,48,1767,"what did poby, eddy and loopy tell pororo and crong?","poby, eddy and loopy told pororo and crong that they were there to save them.","loopy, poby, and eddy are looking down from a hole, observing pororo and crong who seem to have created a trap that unexpectedly backfired on themselves",0.0
28,Pororo_ENGLISH1_2_ep8,49,1768,what did loopy tell pororo and crong?,loopy told pororo and crong that they couldn't play a trick on her.,"loopy told a story about alice being saved by super fox from an evil man, which inspired pororo and crong to imagine themselves as superheroes wanting to save her",0.0
29,Pororo_ENGLISH1_3_ep1,15,2079,what does pororo think eddy is hiding?,pororo thinks eddy is hiding some kind of treasure.,pororo thinks eddy is hiding a treasure map that might lead to an exciting adventure,0.75
30,Pororo_ENGLISH1_3_ep11,1,2513,what did pororo see moving?,pororo saw the magnet moving.,pororo saw a wind-up toy moving on the floor,0.25
31,Pororo_ENGLISH1_3_ep12,16,2575,who does loopy give a sandwich to?,loopy gives a sandwich to eddy,loopy gives a sandwich to eddy,1.0
32,Pororo_ENGLISH1_3_ep12,24,2582,what does loopy ask eddy?,"loopy asks eddy ""what happened?""","based on the visual scene description, there is no clear indication of loopy directly asking eddy a specific question in this scene",0.0
33,Pororo_ENGLISH1_3_ep13,18,2623,how did everybody feel when seeing crong clean out the house,everybody felt surprised to see crong cleaning the house,"pororo and loopy seem to be secretly plotting something while crong is cleaning, hoping to receive christmas presents from santa by being good",0.0
34,Pororo_ENGLISH1_3_ep2,49,2173,what was crong playing with as pororo entered the house,crong was playing with a snowboard,"based on the provided scene description and subtitles, there is insufficient visual information to determine what crong was playing with when pororo entered the house",0.0
35,Pororo_ENGLISH1_3_ep3,31,2206,what did pororo answer to loopy and crong,"pororo said ""uh well""","based on the visual scene description and subtitles, pororo does not provide a clear, specific answer to loopy and crong, but instead appears to be discussing a mysterious object (a gorilla toy) found on the beach",0.0
36,Pororo_ENGLISH1_3_ep4,45,2291,whom did eddy say sorry to,eddy said sorry to pororo,"eddy apologized to pororo after initially doubting him about the damaged snowman, which turned out to be caused by the wind",1.0
37,Pororo_ENGLISH1_3_ep5,1,2298,what was the friends are doing when pororo came with crong?,the friends were talking about something secretly.,"eddy, loopy, and poby were secretly discussing something and appeared to be planning a surprise for pororo's birthday when he and crong arrived",0.75
38,Pororo_ENGLISH1_3_ep5,25,2333,does the friends find pororo behind the snow man?,the friends find pororo behind the snow man.,"based on the scene description showing the friends waving goodbye to pororo, there is no visual indication that they find pororo behind a snowman",0.0
39,Pororo_ENGLISH1_3_ep7,25,2425,"what does crong do when pororo says ""come here""",crong runs away from pororo,"when pororo tells crong to come here, crong tries to run away and avoid following pororo's instruction",1.0
40,Pororo_ENGLISH1_3_ep7,47,2446,what does poby say when invited to play,"he says ""of course""","when invited to play, poby enthusiastically responds ""of course"" and joins his friends",1.0
41,Total Videos: 22,Average,,Total Questions: 40,,,0.54375
