row_num,video_name,gif_num,qid,question,correct_answer,predicted_answer,evaluator_scores,accuracy,BLEU-1,BLEU-2,BLEU-3,BLEU-4,ROUGE1,ROUGE2,ROUGEL,METEOR,BERTScore_Precision,BERTScore_Recall,BERTScore_F1,BLEURT
30,Pororo_ENGLISH1_3_ep11,1,2513,what did pororo see moving?,pororo saw the magnet moving.,pororo saw a wind-up toy moving on the floor while he was reading on the sofa,"0.25,0.25,0.25",0.25,0.1875,0.11180339887498951,0.04469517675482841,0.02878787818101127,0.3636363636363636,0.1,0.2727272727272727,0.418943533697632,0.5139475464820862,0.7313207983970642,0.6036618947982788,0.3824540972709656
31,Pororo_ENGLISH1_3_ep12,16,2575,who does loopy give a sandwich to?,loopy gives a sandwich to eddy,loopy gives a sandwich to the green character,"0.25,0.25,0.25",0.25,0.625,0.5976143046671968,0.563123940221803,0.5169731539571706,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.8032258064516131,0.7900649905204773,0.8737693428993225,0.8298116326332092,0.4169290065765381
32,Pororo_ENGLISH1_3_ep12,24,2582,what does loopy ask eddy?,"loopy asks eddy ""what happened?""","loopy asks eddy about the robot, expressing excitement and curiosity about his new invention","0.25,0.25,0.25",0.25,0.21428571428571425,0.1815682598006407,0.14005529698683378,0.07069301148938888,0.3157894736842105,0.23529411764705882,0.3157894736842105,0.4990583804143126,0.5040757656097412,0.5914244651794434,0.5442677736282349,0.5304746031761169
33,Pororo_ENGLISH1_3_ep13,18,2623,how did everybody feel when seeing crong clean out the house,everybody felt surprised to see crong cleaning the house,"everyone felt amused and surprised to see crong cleaning, as it was unexpected behavior motivated by his desire to impress santa claus for christmas presents","0.75,0.75,0.75",0.75,0.2,0.158113883008419,0.12954303153914304,0.09970222994544457,0.3529411764705882,0.25,0.3529411764705882,0.35094339622641507,0.5547956824302673,0.8242650628089905,0.6632031202316284,0.5019581317901611
34,Pororo_ENGLISH1_3_ep2,49,2173,what was crong playing with as pororo entered the house,crong was playing with a snowboard,the scene does not provide information about what crong was playing with as pororo entered the house,"0.0,0.0,0.0",0.0,0.23529411764705885,0.21004201260420147,0.18051655059781124,0.1431712315455507,0.3478260869565218,0.2857142857142857,0.3478260869565218,0.7014084507042254,0.44687843322753906,0.5784499049186707,0.5042224526405334,0.2670903503894806
35,Pororo_ENGLISH1_3_ep3,31,2206,what did pororo answer to loopy and crong,"pororo said ""uh well""","pororo expressed excitement about a strange object on the beach, which turned out to be a gorilla toy","0.0,0.0,0.0",0.0,0.05555555555555554,0.018077538151554672,0.012687796283482497,0.010802314890908065,0.0909090909090909,0.0,0.0909090909090909,0.0925925925925926,0.4089195728302002,0.5654767751693726,0.47462108731269836,0.35614025592803955
36,Pororo_ENGLISH1_3_ep4,45,2291,whom did eddy say sorry to,eddy said sorry to pororo,eddy said sorry to pororo for doubting him,"1.0,1.0,1.0",1.0,0.625,0.5976143046671968,0.563123940221803,0.5169731539571706,0.7692307692307693,0.7272727272727273,0.7692307692307693,0.939622641509434,0.7247224450111389,0.856553316116333,0.7851425409317017,0.5885363817214966
37,Pororo_ENGLISH1_3_ep5,1,2298,what was the friends are doing when pororo came with crong?,the friends were talking about something secretly.,"eddy, loopy, and poby were secretly discussing something when pororo and crong arrived, leading to a playful birthday surprise for pororo","1.0,1.0,1.0",1.0,0.09523809523809525,0.02182178902359924,0.013583417043228898,0.010862721615727716,0.21428571428571427,0.0,0.14285714285714285,0.11904761904761903,0.38535988330841064,0.6052303910255432,0.4708940088748932,0.3993741273880005
38,Pororo_ENGLISH1_3_ep5,25,2333,does the friends find pororo behind the snow man?,the friends find pororo behind the snow man.,"the friends do not find pororo behind the snowman, as no snowman is visible in the scene","0.0,0.0,0.0",0.0,0.35294117647058826,0.2970442628930023,0.22743660195259538,0.1702602472176709,0.48,0.34782608695652173,0.48,0.574282147315855,0.6780189275741577,0.8542881011962891,0.7560149431228638,0.5575059056282043
39,Pororo_ENGLISH1_3_ep7,25,2425,"what does crong do when pororo says ""come here""",crong runs away from pororo,"when pororo says ""come here,"" crong tries to run away again, indicating his playful reluctance to comply","1.0,1.0,1.0",1.0,0.17647058823529413,0.03321055820775358,0.01944555593664102,0.015138514598766055,0.3636363636363636,0.1,0.2727272727272727,0.5090725806451613,0.44671159982681274,0.6613942384719849,0.5332567691802979,0.3754572868347168
40,Pororo_ENGLISH1_3_ep7,47,2446,what does poby say when invited to play,"he says ""of course""","poby enthusiastically responds, ""of course","1.0,1.0,1.0",1.0,0.2,0.07071067811865477,0.05503212081491044,0.05372849659117709,0.4444444444444445,0.28571428571428575,0.4444444444444445,0.12195121951219512,0.5446213483810425,0.6523938179016113,0.5936560034751892,0.526648759841919
41,Total Videos: 22,Average,nan,Total Questions: 40,,,,0.6375,,,,,,,,,,,,
