row_num,video_name,gif_num,qid,question,correct_answer,predicted_answer,evaluator_scores,accuracy,BLEU-1,BLEU-2,BLEU-3,BLEU-4,ROUGE1,ROUGE2,ROUGEL,METEOR,BERTScore_Precision,BERTScore_Recall,BERTScore_F1,BLEURT
11,Pororo_ENGLISH1_1_ep2,16,711,did crong score after he shot the ball at the hoop?,no he did not score,crong misses his shot at the hoop and feels disappointed,"1.0,1.0,1.0",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37544694542884827,0.4107901155948639,0.39232414960861206,0.22448980808258057
12,Pororo_ENGLISH1_1_ep2,19,716,does pororo apologize for knocking poby's things down,yes he says he is sorry and offers to clean it up,"yes, pororo apologizes to poby for knocking his things down","1.0,1.0,1.0",1.0,0.08187307530779821,0.027291025102599408,0.019680234613736344,0.01727959142950042,0.1818181818181818,0.0,0.1818181818181818,0.0423728813559322,0.477988064289093,0.5240521430969238,0.49996134638786316,0.40962451696395874
13,Pororo_ENGLISH1_1_ep2,26,730,after the camera is broken what does eddy tell poby they are going to do,eddy says we are going to leave now,"eddy tells poby that they are going to leave, indicating a shift in their plans after the camera incident","1.0,1.0,1.0",1.0,0.21052631578947367,0.15294382258037448,0.11122565872945905,0.05415315253510895,0.37037037037037035,0.24,0.37037037037037035,0.5318681318681319,0.5391491651535034,0.7690575122833252,0.6339008808135986,0.46621859073638916
14,Pororo_ENGLISH1_1_ep2,30,738,what does pororo almost forget to leave with poby,the broken camera piece,pororo almost forgets to leave poby's precious camera behind,"0.5,0.5,0.5",0.5,0.11111111111111109,0.03726779962499649,0.027072175360490353,0.023980296761827107,0.14285714285714288,0.0,0.14285714285714288,0.11111111111111112,0.3706333637237549,0.5302798748016357,0.4363115429878235,0.19704359769821167
15,Pororo_ENGLISH1_1_ep5,41,912,how did pororo feel after seeing that the flower has wilted,he was very upset,pororo felt sad and concerned after seeing that the dandelion had wilted,"1.0,1.0,1.0",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3772500455379486,0.511210560798645,0.4341311454772949,0.3018883466720581
16,Pororo_ENGLISH1_1_ep6,2,925,when and who will go to picnic,loopy is going to picnic tomorrow for fun,loopy is preparing for a picnic tomorrow by cooking and is going to get salt from poby tonight,"0.75,0.75,0.75",0.75,0.3888888888888889,0.30249507099101003,0.1788293813225678,0.07857897161640154,0.5384615384615385,0.3333333333333333,0.30769230769230765,0.7052154195011338,0.6544132828712463,0.7823055982589722,0.7126671075820923,0.40464407205581665
17,Pororo_ENGLISH1_1_ep6,23,946,why is crong scared of pororo?,"crong is scared because it is dark, he doesn't have a lantern and his mind is playing tricks on him",crong is scared of pororo because he mistakenly thinks pororo is a ghost in the dark,"0.75,0.75,0.75",0.75,0.34072534259373966,0.1880982592952514,0.12532064812966554,0.058598666217636125,0.4324324324324324,0.1142857142857143,0.3243243243243243,0.17857142857142858,0.6267567276954651,0.5888000726699829,0.6071857810020447,0.5231109857559204
18,Pororo_ENGLISH1_1_ep6,4,928,what seasoning does loopy add to her mixing bowl,loopy adds some salt,loopy adds salt to her mixing bowl while cooking,"1.0,1.0,1.0",1.0,0.3333333333333333,0.20412414523193154,0.08411954328699874,0.056122223243057295,0.46153846153846156,0.18181818181818182,0.46153846153846156,0.5679012345679012,0.5602945685386658,0.7139853239059448,0.6278716325759888,0.5385662913322449
19,Pororo_ENGLISH1_1_ep6,43,965,what does eddy think happened to the ghost,"eddy thinks the ghosts must have ran away after they saw eddy, loopy and poby","eddy thinks the ghost must have run away after seeing him, poby, and loopy","1.0,1.0,1.0",1.0,0.5985403583811576,0.4140897895345154,0.2369530234231917,0.10301329076961051,0.7586206896551724,0.4444444444444445,0.6206896551724138,0.6496644295302012,0.8418567180633545,0.8616785407066345,0.8516522645950317,0.7458592057228088
20,Pororo_ENGLISH1_1_ep9,16,1052,what do loopy's friends do when they're inside?,they share a snack at the table,"loopy's friends drink juice, dance together, and encourage her about body image while having a good time indoors","0.25,0.25,0.25",0.25,0.05555555555555554,0.018077538151554672,0.012687796283482497,0.010802314890908065,0.07692307692307693,0.0,0.07692307692307693,0.0617283950617284,0.3789049983024597,0.4651142954826355,0.4176068603992462,0.22694085538387299
21,Pororo_ENGLISH1_2_ep10,14,1857,what did pororo ask to loopy,"pororo asked ""what was it that you did a minute ago""","pororo asked loopy what she did a minute ago, to which she replied it was a secret until tomorrow","0.75,0.75,0.75",0.75,0.3684210526315789,0.24779731389167603,0.1534315794513102,0.06892964965915206,0.6,0.2857142857142857,0.4666666666666667,0.4064337599446558,0.5329771637916565,0.6558400392532349,0.5880597233772278,0.5161517858505249
22,Pororo_ENGLISH1_2_ep2,17,1435,"how say to loopy ""i could not sleep""",poby said to loopy that he could not sleep,"poby tells loopy, ""i could not sleep,"" expressing his sleeplessness during the night","1.0,1.0,1.0",1.0,0.23076923076923078,0.1386750490563073,0.05591581470858601,0.036362270465000714,0.4545454545454546,0.2,0.4545454545454546,0.2718676122931442,0.632622241973877,0.7897399067878723,0.7025033235549927,0.6792693734169006
23,Pororo_ENGLISH1_2_ep2,23,1441,what did poby's friend decide,poby's friend decided to help poby to get some sleep,poby's friend decided to help him get some sleep after staying up all night,"1.0,1.0,1.0",1.0,0.5714285714285714,0.5135525910130955,0.4446478515412371,0.35556702356686953,0.6923076923076923,0.5833333333333334,0.6923076923076923,0.7211538461538461,0.7637901306152344,0.9025667309761047,0.827399730682373,0.7731944918632507
24,Pororo_ENGLISH1_2_ep5,19,1572,who interrupts eddy as he was saying hello to loopy,pororo interrupts eddy as he was saying hello to loopy,eddy is interrupted by loopy while he is saying hello,"0.25,0.25,0.25",0.25,0.5,0.2357022603955158,0.08855488076521761,0.056122223243057295,0.6,0.1111111111111111,0.4000000000000001,0.4263888888888889,0.7656714916229248,0.7281100153923035,0.7464184761047363,0.6008462905883789
25,Pororo_ENGLISH1_2_ep5,26,1579,what did loopy propose to the group after telling them about the flower,loopy proposed that they should ask her anything,"loopy proposed that the group ask questions to the magic flower, claiming it would provide answers to anything they wanted to know","0.75,0.75,0.75",0.75,0.2727272727272727,0.16116459280507606,0.1091029327776692,0.05113154533240717,0.39999999999999997,0.14285714285714285,0.3333333333333333,0.5437352245862884,0.5262702703475952,0.6957218050956726,0.5992473363876343,0.5575048923492432
26,Pororo_ENGLISH1_2_ep8,43,1762,what did pororo think next?,pororo thought next: wjat should i do?,pororo felt frustrated and realized that being a superhero is more challenging than he expected after his trap backfired,"0.25,0.25,0.25",0.25,0.05263157894736841,0.017099639201419235,0.011981420879419707,0.010182425646195498,0.07692307692307693,0.0,0.07692307692307693,0.06097560975609756,0.38498958945274353,0.4310086965560913,0.4067014753818512,0.36214494705200195
27,Pororo_ENGLISH1_2_ep8,48,1767,"what did poby, eddy and loopy tell pororo and crong?","poby, eddy and loopy told pororo and crong that they were there to save them.","poby, eddy, and loopy told pororo and crong about their superhero mission to save loopy from danger, but realized she wasn't in trouble after all","0.75,0.75,0.75",0.75,0.36,0.30000000000000004,0.2501448436013497,0.21494052714772305,0.4878048780487804,0.41025641025641024,0.4878048780487804,0.5142746913580247,0.6688524484634399,0.8125135898590088,0.7337170243263245,0.5146982073783875
28,Pororo_ENGLISH1_2_ep8,49,1768,what did loopy tell pororo and crong?,loopy told pororo and crong that they couldn't play a trick on her.,"loopy expressed gratitude to pororo for coming to save her, despite realizing she wasn't in danger","0.0,0.0,0.0",0.0,0.12500000000000003,0.028867513459481287,0.018123006216714872,0.014628063653657535,0.2580645161290323,0.0,0.1935483870967742,0.07518796992481204,0.5808718204498291,0.6056177020072937,0.5929867029190063,0.4163320064544678
29,Pororo_ENGLISH1_3_ep1,15,2079,what does pororo think eddy is hiding?,pororo thinks eddy is hiding some kind of treasure.,pororo thinks eddy is hiding the map as if it is some kind of treasure,"0.75,0.75,0.75",0.75,0.5333333333333333,0.47809144373375745,0.4127745005207437,0.3290385879986622,0.7499999999999999,0.6363636363636364,0.7499999999999999,0.7812499999999999,0.749654233455658,0.8571513891220093,0.7998070120811462,0.625340461730957
30,Pororo_ENGLISH1_3_ep11,1,2513,what did pororo see moving?,pororo saw the magnet moving.,pororo saw a wind-up toy moving on the floor,"0.25,0.0,0.25",0.25,0.3333333333333333,0.20412414523193154,0.08411954328699874,0.056122223243057295,0.5333333333333333,0.15384615384615383,0.4,0.4732510288065844,0.6164727210998535,0.7558405995368958,0.6790798306465149,0.4056563377380371
31,Pororo_ENGLISH1_3_ep12,16,2575,who does loopy give a sandwich to?,loopy gives a sandwich to eddy,loopy gives a sandwich to eddy,"1.0,1.0,1.0",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9976851851851852,1.000000238418579,1.000000238418579,1.000000238418579,0.9803379774093628
32,Pororo_ENGLISH1_3_ep12,24,2582,what does loopy ask eddy?,"loopy asks eddy ""what happened?""","loopy asks eddy, ""what is happening","0.75,0.75,0.75",0.75,0.5,0.316227766016838,0.13572088082974534,0.09554427922043669,0.9090909090909091,0.6666666666666665,0.9090909090909091,0.5010893246187365,0.7673356533050537,0.7783123254776001,0.7727850079536438,0.6988867521286011
33,Pororo_ENGLISH1_3_ep13,18,2623,how did everybody feel when seeing crong clean out the house,everybody felt surprised to see crong cleaning the house,"everyone felt surprised and amused by crong's sudden change in behavior as he cleaned the house, hoping to impress santa claus for christmas presents","1.0,1.0,1.0",1.0,0.16666666666666669,0.08512565307587489,0.03205526790739802,0.019900763312868126,0.4117647058823529,0.1875,0.3529411764705882,0.42476190476190484,0.541933536529541,0.7851404547691345,0.641251266002655,0.5351948142051697
34,Pororo_ENGLISH1_3_ep2,49,2173,what was crong playing with as pororo entered the house,crong was playing with a snowboard,"crong was playing with something off-screen as pororo entered the house, but the specific item is not mentioned in the provided information","0.25,0.25,0.25",0.25,0.18181818181818182,0.16116459280507606,0.13746108161185078,0.1081300533795917,0.27586206896551724,0.22222222222222218,0.27586206896551724,0.6368421052631579,0.43342047929763794,0.6633946299552917,0.5242977142333984,0.34449470043182373
35,Pororo_ENGLISH1_3_ep3,31,2206,what did pororo answer to loopy and crong,"pororo said ""uh well""","pororo expressed concern about something strange on the beach, which turned out to be a gorilla toy","0.0,0.0,0.0",0.0,0.0588235294117647,0.019174124721184262,0.013482795444685966,0.011502783619900045,0.09523809523809523,0.0,0.09523809523809523,0.09433962264150943,0.4126518666744232,0.5636172890663147,0.47646233439445496,0.33611905574798584
36,Pororo_ENGLISH1_3_ep4,45,2291,whom did eddy say sorry to,eddy said sorry to pororo,eddy said sorry to pororo for doubting him,"1.0,1.0,1.0",1.0,0.625,0.5976143046671968,0.563123940221803,0.5169731539571706,0.7692307692307693,0.7272727272727273,0.7692307692307693,0.939622641509434,0.7247224450111389,0.856553316116333,0.7851425409317017,0.5885363817214966
37,Pororo_ENGLISH1_3_ep5,1,2298,what was the friends are doing when pororo came with crong?,the friends were talking about something secretly.,"eddy, loopy, and poby were secretly discussing something when pororo arrived, leading to a surprise birthday celebration for him","1.0,1.0,1.0",1.0,0.10526315789473682,0.024182541670333724,0.015095644373630828,0.012109013026441871,0.23076923076923078,0.0,0.15384615384615385,0.12195121951219512,0.40239760279655457,0.6187806129455566,0.48766380548477173,0.4026975631713867
38,Pororo_ENGLISH1_3_ep5,25,2333,does the friends find pororo behind the snow man?,the friends find pororo behind the snow man.,"no, the friends do not find pororo behind the snowman; instead, they celebrate his birthday","0.0,0.0,0.0",0.0,0.4,0.3380617018914066,0.2600316410329637,0.195647514979229,0.5217391304347827,0.38095238095238093,0.5217391304347827,0.6768837803320562,0.6445547938346863,0.8419418334960938,0.7301430702209473,0.47523295879364014
39,Pororo_ENGLISH1_3_ep7,25,2425,"what does crong do when pororo says ""come here""",crong runs away from pororo,"when pororo says ""come here,"" crong tries to run away again, ultimately disappearing and causing chaos","1.0,1.0,1.0",1.0,0.1875,0.03535533905932738,0.020745663334156096,0.01618861356572822,0.38095238095238093,0.10526315789473685,0.2857142857142857,0.5174180327868853,0.46720436215400696,0.693208634853363,0.5581979751586914,0.4256971478462219
40,Pororo_ENGLISH1_3_ep7,47,2446,what does poby say when invited to play,"he says ""of course""","poby responds, ""of course,"" when invited to play with his friends","1.0,1.0,1.0",1.0,0.0909090909090909,0.03015113445777637,0.02161664390826761,0.018850319022747353,0.26666666666666666,0.15384615384615383,0.26666666666666666,0.10638297872340427,0.4477649927139282,0.6609497666358948,0.5338616967201233,0.4546920657157898
41,Total Videos: 22,Average,nan,Total Questions: 40,,,,0.70625,,,,,,,,,,,,
