row_num,qid,video_name,gif_num,question,correct_answer,visual_description,visual_language_answer,evaluator_scores,accuracy,BLEU-1,BLEU-2,BLEU-3,BLEU-4,ROUGE1,ROUGE2,ROUGEL,METEOR,BERTScore_Precision,BERTScore_Recall,BERTScore_F1,BLEURT
11,711,Pororo_ENGLISH1_1_ep2,16,did crong score after he shot the ball at the hoop?,no he did not score,"First, the basketball is seen approaching the hoop. Then, it hits the rim and bounces off. Finally, the basketball rolls away from the hoop, indicating that Crong missed the shot.",crong did not score after he shot the ball at the hoop.,"1.0,1.0,1.0",1.0,0.333333333333333,0.246182981958665,0.18232183586429,0.0905875234158776,0.470588235294118,0.266666666666667,0.352941176470588,0.657894736842105,0.434121310710907,0.577447593212128,0.49563068151474,0.372891306877136
12,716,Pororo_ENGLISH1_1_ep2,19,does pororo apologize for knocking poby's things down,yes he says he is sorry and offers to clean it up,"First, Pororo looks up at Poby with his eyes closed and a slight smile. Then, he raises his head and opens his eyes while turning his body slightly towards Poby. Finally, Pororo says ""oh sorry poby I will clean it up"" while maintaining eye contact with Poby.","yes, pororo apologizes to poby for knocking his things down and offers to clean it up.","1.0,1.0,1.0",1.0,0.3125,0.288675134594813,0.261378979287355,0.228941568606699,0.5,0.384615384615385,0.5,0.401612903225807,0.604264855384827,0.735077798366547,0.663283169269562,0.550374150276184
13,730,Pororo_ENGLISH1_1_ep2,26,after the camera is broken what does eddy tell poby they are going to do,eddy says we are going to leave now,"First, Eddy stands next to Poby, who is facing him. Then, Eddy raises his hand and gestures while saying, ""Poby, we are going to leave now."" Meanwhile, Poby remains still, looking at Eddy. Finally, Loopy is positioned slightly behind Eddy, observing the interaction.","eddy tells poby, ""poby, we are going to leave now.""","1.0,1.0,1.0",1.0,0.6,0.516397779494322,0.464158883361278,0.41113361690052,0.777777777777778,0.625,0.777777777777778,0.843703334992533,0.595227718353272,0.818082571029663,0.689084947109222,0.712602436542511
14,738,Pororo_ENGLISH1_1_ep2,30,what does pororo almost forget to leave with poby,the broken camera piece,"First, Pororo places a camera on the floor while facing Poby. Then, Pororo turns around and begins to walk away from the camera. Poby remains standing still, facing Pororo. Finally, Pororo exits the scene, leaving the camera behind.",pororo almost forgets to leave the camera behind when he exits poby's place.,"0.5,0.5,0.5",0.5,0.153846153846154,0.0358057437019716,0.0226727519869783,0.0184768604205222,0.222222222222222,0.0,0.222222222222222,0.204081632653061,0.345522880554199,0.507452547550201,0.411117285490036,0.208425268530846
15,912,Pororo_ENGLISH1_1_ep5,41,how did pororo feel after seeing that the flower has wilted,he was very upset,"First, the dandelion flower is shown in a pot, visibly wilted with brown petals. Then, the camera focuses on the flower as it remains still in front of the window. Finally, the scene emphasizes the wilted state of the flower, highlighting its drooping posture.",pororo felt sad and concerned after seeing that the flower had wilted.,"1.0,1.0,1.0",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.407973200082779,0.529059290885925,0.460692703723908,0.436220228672028
16,925,Pororo_ENGLISH1_1_ep6,2,when and who will go to picnic,loopy is going to picnic tomorrow for fun,"First, Loopy stands at a table wearing a chef hat. Then, she smiles and stirs a bowl with a spoon. While stirring, Loopy says, ""we are going on a picnic tomorrow."" Finally, she continues to mix the contents in the bowl, maintaining her smile.",loopy will go on a picnic tomorrow.,"1.0,1.0,1.0",1.0,0.247679399928623,0.0598202582772634,0.039587811906326,0.0340522339563738,0.533333333333333,0.153846153846154,0.533333333333333,0.189873417721519,0.785170316696167,0.774879455566406,0.779990911483765,0.682314574718475
17,946,Pororo_ENGLISH1_1_ep6,23,why is crong scared of pororo?,"crong is scared because it is dark, he doesn't have a lantern and his mind is playing tricks on him","First, Crong stands with a lamp in his left hand. Then, he opens his mouth wide, indicating surprise. Next, Crong shakes his head from side to side. Finally, the lamp in his hand goes out, and he continues to look surprised.",crong is scared of pororo because he is surprised and startled when the lamp he is holding goes out.,"0.5,0.5,0.5",0.5,0.399465044217447,0.205205659355888,0.132950726270527,0.0610975279641112,0.4,0.105263157894737,0.35,0.345865128109684,0.656420111656189,0.60001277923584,0.626950263977051,0.455932855606079
18,928,Pororo_ENGLISH1_1_ep6,4,what seasoning does loopy add to her mixing bowl,loopy adds some salt,"First, Loopy holds a salt bottle above a mixing bowl. Then, she tilts the salt bottle to pour a small amount of salt into the bowl. Finally, Loopy returns the salt bottle to its upright position after sprinkling the salt.",loopy adds a little salt to her mixing bowl.,"1.0,1.0,1.0",1.0,0.333333333333333,0.204124145231932,0.0841195432869987,0.0561222232430573,0.461538461538462,0.181818181818182,0.461538461538462,0.567901234567901,0.561064600944519,0.734654426574707,0.636231422424316,0.715011060237885
19,965,Pororo_ENGLISH1_1_ep6,43,what does eddy think happened to the ghost,"eddy thinks the ghosts must have ran away after they saw eddy, loopy and poby","First, Eddy stands with a confident posture, smiling broadly. Then, he gestures with his hands while looking toward Poby and Loopy. Finally, he says, ""he must have run away after he saw us"" while maintaining his smile and looking around.","eddy thinks the ghost must have run away after seeing him, poby, and loopy.","1.0,1.0,1.0",1.0,0.532035874116585,0.390407597599955,0.227830264143426,0.10002421009028,0.758620689655172,0.444444444444444,0.620689655172414,0.592841163310962,0.821941733360291,0.860916554927826,0.840977847576141,0.739563405513763
20,1052,Pororo_ENGLISH1_1_ep9,16,what do loopy's friends do when they're inside?,they share a snack at the table,"First, Loopy sits at the table, holding a glass of juice and smiling. Then, Crong stands next to her, looking at the table with a neutral expression. Poby is positioned to the left of Loopy, also holding a glass of juice and looking at her. Finally, Eddy stands behind them, looking toward the group while maintaining a cheerful demeanor. 

While this is happening, the dialogue ""crong"" is spoken, and Crong appears to be looking at Loopy as he says it.","loopy's friends, pororo, crong, poby, and eddy, sit around the table drinking juice and enjoying each other's company.","1.0,1.0,1.0",1.0,0.111111111111111,0.0808452083454443,0.0344399777476523,0.0228441146885646,0.148148148148148,0.08,0.148148148148148,0.231481481481481,0.375655144453049,0.590755879878998,0.459267318248749,0.330500304698944
21,1857,Pororo_ENGLISH1_2_ep10,14,what did pororo ask to loopy,"pororo asked ""what was it that you did a minute ago""","First, Pororo stands facing Loopy, who is slightly further away. Then, Pororo tilts his head slightly and asks, ""what was it that you did a minute ago"" while looking directly at Loopy. Meanwhile, Loopy raises her hand to her face, touching it gently. Finally, Loopy looks at Pororo while maintaining her hand on her face.","pororo asked loopy, ""what was it that you did a minute ago?""","1.0,1.0,1.0",1.0,0.833333333333333,0.778498944161523,0.713765855503608,0.670422683816333,0.956521739130435,0.857142857142857,0.956521739130435,0.897297297297297,0.823259234428406,0.916448593139648,0.867358028888702,0.733903229236603
22,1435,Pororo_ENGLISH1_2_ep2,17,"how say to loopy ""i could not sleep""",poby said to loopy that he could not sleep,"First, Poby stands outside and scratches his head with his right paw. Then, he lowers his paw back down to his side. While doing this, he says ""I could not sleep.""","loopy, i could not sleep.","0.75,0.75,0.75",0.75,0.179731585646889,0.142090294529449,0.0671208317520177,0.0510536270944767,0.571428571428571,0.333333333333333,0.571428571428571,0.218023255813953,0.632295608520508,0.537537038326263,0.581078469753265,0.453917264938355
23,1441,Pororo_ENGLISH1_2_ep2,23,what did poby's friend decide,poby's friend decided to help poby to get some sleep,"First, Poby stands with his arms outstretched and eyes closed, appearing to be in a relaxed position. Then, he tilts his head slightly to the side while maintaining his stance. Finally, he remains in this position, suggesting a sense of calmness.",eddy decided that they need to help poby get some sleep.,"1.0,1.0,1.0",1.0,0.545454545454545,0.404519917477945,0.262953589432929,0.122782601490961,0.636363636363636,0.4,0.636363636363636,0.506050605060506,0.706578195095062,0.752785086631775,0.728950202465057,0.515282094478607
24,1572,Pororo_ENGLISH1_2_ep5,19,who interrupts eddy as he was saying hello to loopy,pororo interrupts eddy as he was saying hello to loopy,"First, Pororo stands up and raises his left arm. Then, Crong slides down behind Pororo. While this is happening, the subtitle shows ""hey why did not you move.""",crong interrupts eddy as he was saying hello to loopy.,"0.0,0.0,0.0",0.0,0.8,0.788810637746616,0.775655590483521,0.759835685651593,0.9,0.888888888888889,0.9,0.79921875,0.870827972888947,0.904231727123261,0.887215554714203,0.693960726261139
25,1579,Pororo_ENGLISH1_2_ep5,26,what did loopy propose to the group after telling them about the flower,loopy proposed that they should ask her anything,"First, Loopy stands in the center of the scene, smiling while holding a vase with flowers in it. Then, she raises the vase slightly and looks toward Eddy and Pororo, who are sitting on the ground. Finally, Loopy says, ""so go ahead ask me anything"" while maintaining her smile and holding the vase in front of her.",loopy proposed that the group ask her anything while she held the vase with flowers.,"1.0,1.0,1.0",1.0,0.4,0.338061701891407,0.260031641032964,0.110020682843618,0.521739130434783,0.380952380952381,0.521739130434783,0.676883780332056,0.623251795768738,0.818106591701508,0.707508146762848,0.555473148822784
26,1762,Pororo_ENGLISH1_2_ep8,43,what did pororo think next?,pororo thought next: wjat should i do?,"First, Pororo stands with a slight frown on his face, looking slightly to the side. Then, he raises his eyebrows and tilts his head slightly while saying, ""what should I do."" Finally, he lowers his head and looks down, maintaining a sad expression.",pororo thought he needed to find a way to cheer up crong and himself.,"0.5,0.5,0.5",0.5,0.142857142857143,0.104828483672192,0.0450739674995256,0.0302062052524355,0.19047619047619,0.105263157894737,0.19047619047619,0.243506493506494,0.434843063354492,0.450419098138809,0.442494064569473,0.451648712158203
27,1767,Pororo_ENGLISH1_2_ep8,48,"what did poby, eddy and loopy tell pororo and crong?","poby, eddy and loopy told pororo and crong that they were there to save them.","First, Poby, Eddy, and Loopy are positioned at the edge of a hole, looking down. Then, Poby opens his mouth wide, appearing to shout or call out. Eddy stands with a surprised expression, his eyes wide and eyebrows raised. Loopy leans slightly forward, her mouth also open, indicating she is speaking. All three characters are focused downward, directing their attention towards Pororo and Crong below. 

While they are looking down, they collectively say, ""we are here to save you.""","poby, eddy, and loopy told pororo and crong, ""we are here to save you.""","1.0,1.0,1.0",1.0,0.532035874116585,0.436488963582941,0.353960801293254,0.294354341841403,0.689655172413793,0.592592592592593,0.689655172413793,0.522755872483222,0.806069791316986,0.858776807785034,0.831588923931122,0.784874260425568
28,1768,Pororo_ENGLISH1_2_ep8,49,what did loopy tell pororo and crong?,loopy told pororo and crong that they couldn't play a trick on her.,"First, Loopy is smiling and facing forward. Then, she raises her hands to her mouth while sticking out her tongue. Finally, she says ""did you think you could play a trick on me"" while maintaining her smile and playful posture.",loopy playfully asked pororo and crong if they thought they could play a trick on her.,"0.75,0.75,0.75",0.75,0.625,0.5,0.414913266683122,0.323772271314564,0.666666666666667,0.428571428571429,0.666666666666667,0.72781954887218,0.85564386844635,0.866969883441925,0.861269652843475,0.655821621417999
29,2079,Pororo_ENGLISH1_3_ep1,15,what does pororo think eddy is hiding?,pororo thinks eddy is hiding some kind of treasure.,"First, Pororo stands with his arms crossed and a slight tilt of his head, looking at Eddy with a raised eyebrow. Then, he shifts his weight to one side while maintaining eye contact with Eddy. Finally, Pororo says, ""why are you hiding it as if it is some kind of treasure"" while keeping his posture confident and slightly suspicious.",pororo thinks eddy is hiding the map because he suspects it might be some kind of treasure.,"0.75,0.75,0.75",0.75,0.529411764705882,0.481266710939811,0.4258109220514,0.358641797420325,0.692307692307692,0.583333333333333,0.692307692307692,0.913328294280675,0.775682032108307,0.929050326347351,0.845467150211334,0.655928313732147
30,2513,Pororo_ENGLISH1_3_ep11,1,what did pororo see moving?,pororo saw the magnet moving.,"First, Pororo sits on the sofa with a book open on his lap, looking down at the pages. Then, he raises his head and looks toward the floor, where a wind-up toy is moving. Finally, Pororo's eyes widen as he observes the toy's movement, and he says, ""the doll is moving.""",pororo saw a wind-up toy moving on the floor.,"0.0,0.0,0.0",0.0,0.333333333333333,0.204124145231932,0.0841195432869987,0.0561222232430573,0.533333333333333,0.153846153846154,0.4,0.473251028806584,0.650298476219177,0.8282151222229,0.728552043437958,0.440278828144074
31,2575,Pororo_ENGLISH1_3_ep12,16,who does loopy give a sandwich to?,loopy gives a sandwich to eddy,"First, Loopy holds a sandwich in her right hand while smiling. Then, she extends her arm forward, offering the sandwich to Eddy. Finally, Eddy reaches out with his robot arm to pick up the sandwich from Loopy's hand.",loopy gives a sandwich to eddy.,"1.0,1.0,1.0",1.0,0.833333333333333,0.816496580927726,0.7937005259841,0.759835685651593,1.0,1.0,1.0,0.83,0.845224976539612,0.893981575965881,0.868919849395752,0.910219848155975
32,2582,Pororo_ENGLISH1_3_ep12,24,what does loopy ask eddy?,"loopy asks eddy ""what happened?""","First, Loopy stands in front of the group, looking toward Eddy. Then, she raises her hand slightly while asking, ""Eddy, what happened?"" Meanwhile, Poby, Crong, and Pororo are positioned beside her, all facing Eddy and the robot. Eddy is riding on the robot, which is moving in a strange manner. The other characters watch with varying expressions as they observe the scene.","loopy asks eddy, ""eddy, what happened?""","1.0,1.0,1.0",1.0,0.5,0.316227766016838,0.135720880829745,0.0955442792204367,0.909090909090909,0.888888888888889,0.909090909090909,0.501089324618736,0.84818172454834,0.939997673034668,0.891732513904572,0.779558598995209
33,2623,Pororo_ENGLISH1_3_ep13,18,how did everybody feel when seeing crong clean out the house,everybody felt surprised to see crong cleaning the house,"First, Crong is seen standing in the center of the room, holding a cleaning tool. Then, he moves the tool back and forth across the floor, making a sweeping motion. While doing this, he looks around the room with a focused expression. 

Simultaneously, Pororo is positioned to the side, leaning slightly toward Loopy. He appears to be whispering something to her, turning his head toward her while keeping his body angled away from Crong. 

Throughout this sequence, Crong continues to clean, and the dialogue ""crong crong crong"" is heard as he performs the cleaning action.","everyone felt amused and curious as crong diligently cleaned the house while pororo whispered to loopy, creating a lighthearted atmosphere.","0.75,0.75,0.75",0.75,0.25,0.114707866935281,0.0418123554977066,0.0256074448055742,0.413793103448276,0.148148148148148,0.344827586206897,0.506050605060506,0.526355504989624,0.716843247413635,0.607005715370178,0.534805119037628
34,2173,Pororo_ENGLISH1_3_ep2,49,what was crong playing with as pororo entered the house,crong was playing with a snowboard,"{
  ""objects"": [
    {
      ""name"": ""Pororo"",
      ""attributes"": [""small"", ""blue"", ""penguin""],
      ""location"": [""foreground"", ""center""]
    },
    {
      ""name"": ""Crong"",
      ""attributes"": [""small"", ""green"", ""dinosaur""],
      ""location"": [""uncertain"", ""uncertain""]
    }
  ],
  ""actions"": [
    {
      ""subject"": ""Pororo"",
      ""action"": ""looking for"",
      ""object"": ""Crong""
    }
  ],
  ""relationships"": [
    {
      ""subject"": ""Pororo"",
      ""relation"": ""in front of"",
      ""object"": ""house""
    }
  ],
  ""uncertain"": [
    {
      ""description"": ""Crong's activity"",
      ""location"": [""foreground"", ""center""]
    }
  ]
}
{
  ""left"": ""The left region shows a snowy landscape with trees."",
  ""center"": ""Pororo is in front of the house, looking for Crong."",
  ""right"": ""The right region is empty with no visible objects."",
  ""foreground"": ""Pororo is prominently visible in the foreground."",
  ""background"": ""The background features a snowy scene with hills and trees.""
}",crong was playing with an uncertain activity as pororo entered the house.,"0.0,0.0,0.0",0.0,0.333333333333333,0.301511344577764,0.26295358943293,0.212006267590252,0.444444444444444,0.375,0.444444444444444,0.733333333333333,0.531205952167511,0.629217207431793,0.576072454452515,0.362691819667816
35,2206,Pororo_ENGLISH1_3_ep3,31,what did pororo answer to loopy and crong,"pororo said ""uh well""","First, Pororo stands in the snow with his arms outstretched. Then, he turns his body slightly to the side while looking toward Loopy and Crong in the background. Finally, Pororo says ""uh well"" while maintaining his open-arm position and a surprised expression on his face.","pororo answered loopy and crong with ""uh well"" while standing in the snow with his arms outstretched.","1.0,1.0,1.0",1.0,0.176470588235294,0.105021006302101,0.0418941802768549,0.0269205088095593,0.285714285714286,0.105263157894737,0.285714285714286,0.482180293501048,0.499814838171005,0.77181887626648,0.606725871562958,0.478150725364685
36,2291,Pororo_ENGLISH1_3_ep4,45,whom did eddy say sorry to,eddy said sorry to pororo,"{
  ""objects"": [
    {""name"": ""Eddy"", ""attributes"": [""fox"", ""orange fur"", ""smiling""], ""location"": [""center"", ""left""]},
    {""name"": ""Pororo"", ""attributes"": [""penguin"", ""blue body"", ""smiling""], ""location"": [""center"", ""right""]}
  ],
  ""actions"": [
    {""subject"": ""Eddy"", ""action"": ""apologizes"", ""object"": ""Pororo""}
  ],
  ""relationships"": [
    {""subject"": ""Eddy"", ""relation"": ""next to"", ""object"": ""Pororo""}
  ],
  ""uncertain"": []
}

{
  ""left"": ""Eddy is smiling and standing next to Pororo."",
  ""center"": ""Eddy and Pororo are looking at each other."",
  ""right"": ""Pororo is smiling at Eddy."",
  ""foreground"": ""Eddy and Pororo are in the foreground."",
  ""background"": ""Snowy landscape with trees under a night sky.""
}",eddy said sorry to pororo for doubting him.,"1.0,1.0,1.0",1.0,0.625,0.597614304667197,0.563123940221803,0.516973153957171,0.769230769230769,0.727272727272727,0.769230769230769,0.939622641509434,0.685193657875061,0.8409104347229,0.755107700824738,0.629654109477997
37,2298,Pororo_ENGLISH1_3_ep5,1,what was the friends are doing when pororo came with crong?,the friends were talking about something secretly.,"First, Eddy stands close to Loopy and Poby, gesturing with his hands as he explains something. Then, Loopy claps her hands together while looking at Eddy, showing enthusiasm. Poby nods his head in agreement, maintaining eye contact with Eddy. The three characters are gathered closely, indicating a secretive discussion.","eddy, loopy, and poby were secretly discussing something, with eddy explaining while loopy clapped and poby nodded in agreement when pororo and crong arrived.","1.0,1.0,1.0",1.0,0.0416666666666667,0.0134595475514541,0.00937301719643974,0.00791324727142261,0.193548387096774,0.0,0.129032258064516,0.0574712643678161,0.367298007011414,0.665530681610107,0.473356515169144,0.471857309341431
38,2333,Pororo_ENGLISH1_3_ep5,25,does the friends find pororo behind the snow man?,the friends find pororo behind the snow man.,"First, Loopy, Poby, Crong, and Eddy stand together in the snow, facing toward the camera. Then, they all wave their hands while smiling. Finally, they say ""bye Pororo"" in unison while continuing to wave. 

There is no visible action indicating that they find Pororo behind the snowman.","no, the friends do not find pororo behind the snowman.","0.0,0.0,0.0",0.0,0.6,0.516397779494322,0.405480133038227,0.312393993692026,0.666666666666667,0.5,0.666666666666667,0.718157181571816,0.755328893661499,0.870795845985413,0.808962881565094,0.661660611629486
39,2425,Pororo_ENGLISH1_3_ep7,25,"what does crong do when pororo says ""come here""",crong runs away from pororo,"First, Pororo stands with his arms crossed and a serious expression on his face. Then, he looks directly at Crong and says ""come here"" while maintaining his stance. Finally, Crong, who is positioned slightly away from Pororo, turns his body and begins to run in the opposite direction, attempting to escape.","when pororo says ""come here,"" crong turns his body and begins to run in the opposite direction, trying to escape.","1.0,1.0,1.0",1.0,0.1,0.0229415733870562,0.0142996244349947,0.0114519974630676,0.24,0.0,0.16,0.230769230769231,0.450335055589676,0.663187265396118,0.536417603492737,0.405582427978516
40,2446,Pororo_ENGLISH1_3_ep7,47,what does poby say when invited to play,"he says ""of course""","First, Poby stands on a snowy path, holding a fishing rod in his right hand. Then, he looks ahead and smiles, dropping the fishing rod to the ground. Finally, Poby raises both arms and says ""of course"" while walking towards his friends.","poby smiles and says, ""of course,"" as he drops his fishing rod to join his friends.","1.0,1.0,1.0",1.0,0.125,0.0288675134594813,0.0181230062167149,0.0146280636536575,0.4,0.222222222222222,0.3,0.192307692307692,0.441067010164261,0.703006029129028,0.542050659656525,0.432936608791351
41,Average,,,,"Total Videos: 22, Total Questions: 40",,,,0.83125,0.354507195272377,0.269568590101733,0.20452570546302,0.160731182751799,0.526412615703812,0.355368797805297,0.495489198617289,0.464929129598885,0.613104005903006,0.730893212556839,0.663078787922859,0.562943802401423
